# Assembly name:  NagaB31_1.0
# Organism name:  Nannochloropsis gaditana (eukaryotes)
# Infraspecific name:  strain=B-31
# Taxid:          72520
# BioSample:      SAMN02440168
# BioProject:     PRJNA170989
# Submitter:      CRIBI Genomics University of Padova
# Date:           2014-02-18
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    AZIL01
# Assembly method: Newbler v. 2.6; SCAMPI v. v1.0
# Genome coverage: 17.0x
# Sequencing technology: 454; SOLiD
# GenBank assembly accession: GCA_000569095.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000569105.1		Primary Assembly
## GCA_000572215.1		non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
NG_contig02257	unplaced-scaffold	na	na	KK037501.1	<>	na	Primary Assembly	984	na
NG_contig02262	unplaced-scaffold	na	na	KK037502.1	<>	na	Primary Assembly	975	na
NG_contig02268	unplaced-scaffold	na	na	KK037503.1	<>	na	Primary Assembly	964	na
NG_contig02269	unplaced-scaffold	na	na	KK037504.1	<>	na	Primary Assembly	969	na
NG_contig02271	unplaced-scaffold	na	na	KK037505.1	<>	na	Primary Assembly	966	na
NG_contig02272	unplaced-scaffold	na	na	KK037506.1	<>	na	Primary Assembly	966	na
NG_contig02277	unplaced-scaffold	na	na	KK037507.1	<>	na	Primary Assembly	961	na
NG_contig02278	unplaced-scaffold	na	na	KK037508.1	<>	na	Primary Assembly	961	na
NG_contig02283	unplaced-scaffold	na	na	KK037509.1	<>	na	Primary Assembly	956	na
NG_contig02285	unplaced-scaffold	na	na	KK037510.1	<>	na	Primary Assembly	955	na
NG_contig02286	unplaced-scaffold	na	na	KK037511.1	<>	na	Primary Assembly	955	na
NG_contig02288	unplaced-scaffold	na	na	KK037512.1	<>	na	Primary Assembly	957	na
NG_contig02295	unplaced-scaffold	na	na	KK037513.1	<>	na	Primary Assembly	950	na
NG_contig02300	unplaced-scaffold	na	na	KK037514.1	<>	na	Primary Assembly	945	na
NG_contig02303	unplaced-scaffold	na	na	KK037515.1	<>	na	Primary Assembly	943	na
NG_contig02305	unplaced-scaffold	na	na	KK037516.1	<>	na	Primary Assembly	942	na
NG_contig02308	unplaced-scaffold	na	na	KK037517.1	<>	na	Primary Assembly	941	na
NG_contig02317	unplaced-scaffold	na	na	KK037518.1	<>	na	Primary Assembly	932	na
NG_contig02319	unplaced-scaffold	na	na	KK037519.1	<>	na	Primary Assembly	931	na
NG_contig02320	unplaced-scaffold	na	na	KK037520.1	<>	na	Primary Assembly	927	na
NG_contig02323	unplaced-scaffold	na	na	KK037521.1	<>	na	Primary Assembly	926	na
NG_contig02324	unplaced-scaffold	na	na	KK037522.1	<>	na	Primary Assembly	924	na
NG_contig02329	unplaced-scaffold	na	na	KK037523.1	<>	na	Primary Assembly	924	na
NG_contig02330	unplaced-scaffold	na	na	KK037524.1	<>	na	Primary Assembly	924	na
NG_contig02331	unplaced-scaffold	na	na	KK037525.1	<>	na	Primary Assembly	924	na
NG_contig02333	unplaced-scaffold	na	na	KK037526.1	<>	na	Primary Assembly	921	na
NG_contig02335	unplaced-scaffold	na	na	KK037527.1	<>	na	Primary Assembly	913	na
NG_contig02339	unplaced-scaffold	na	na	KK037528.1	<>	na	Primary Assembly	917	na
NG_contig02340	unplaced-scaffold	na	na	KK037529.1	<>	na	Primary Assembly	917	na
NG_contig02343	unplaced-scaffold	na	na	KK037530.1	<>	na	Primary Assembly	915	na
NG_contig02344	unplaced-scaffold	na	na	KK037531.1	<>	na	Primary Assembly	915	na
NG_contig02345	unplaced-scaffold	na	na	KK037532.1	<>	na	Primary Assembly	912	na
NG_contig02347	unplaced-scaffold	na	na	KK037533.1	<>	na	Primary Assembly	912	na
NG_contig02348	unplaced-scaffold	na	na	KK037534.1	<>	na	Primary Assembly	914	na
NG_contig02357	unplaced-scaffold	na	na	KK037535.1	<>	na	Primary Assembly	909	na
NG_contig02363	unplaced-scaffold	na	na	KK037536.1	<>	na	Primary Assembly	904	na
NG_contig02369	unplaced-scaffold	na	na	KK037537.1	<>	na	Primary Assembly	901	na
NG_contig02371	unplaced-scaffold	na	na	KK037538.1	<>	na	Primary Assembly	899	na
NG_contig02373	unplaced-scaffold	na	na	KK037539.1	<>	na	Primary Assembly	898	na
NG_contig02374	unplaced-scaffold	na	na	KK037540.1	<>	na	Primary Assembly	898	na
NG_contig02376	unplaced-scaffold	na	na	KK037541.1	<>	na	Primary Assembly	895	na
NG_contig02380	unplaced-scaffold	na	na	KK037542.1	<>	na	Primary Assembly	890	na
NG_contig02381	unplaced-scaffold	na	na	KK037543.1	<>	na	Primary Assembly	891	na
NG_contig02382	unplaced-scaffold	na	na	KK037544.1	<>	na	Primary Assembly	888	na
NG_contig02383	unplaced-scaffold	na	na	KK037545.1	<>	na	Primary Assembly	888	na
NG_contig02387	unplaced-scaffold	na	na	KK037546.1	<>	na	Primary Assembly	886	na
NG_contig02389	unplaced-scaffold	na	na	KK037547.1	<>	na	Primary Assembly	879	na
NG_contig02396	unplaced-scaffold	na	na	KK037548.1	<>	na	Primary Assembly	883	na
NG_contig02397	unplaced-scaffold	na	na	KK037549.1	<>	na	Primary Assembly	882	na
NG_contig02403	unplaced-scaffold	na	na	KK037550.1	<>	na	Primary Assembly	877	na
NG_contig02404	unplaced-scaffold	na	na	KK037551.1	<>	na	Primary Assembly	877	na
NG_contig02407	unplaced-scaffold	na	na	KK037552.1	<>	na	Primary Assembly	874	na
NG_contig02410	unplaced-scaffold	na	na	KK037553.1	<>	na	Primary Assembly	874	na
NG_contig02411	unplaced-scaffold	na	na	KK037554.1	<>	na	Primary Assembly	871	na
NG_contig02412	unplaced-scaffold	na	na	KK037555.1	<>	na	Primary Assembly	872	na
NG_contig02414	unplaced-scaffold	na	na	KK037556.1	<>	na	Primary Assembly	871	na
NG_contig02418	unplaced-scaffold	na	na	KK037557.1	<>	na	Primary Assembly	865	na
NG_contig02423	unplaced-scaffold	na	na	KK037558.1	<>	na	Primary Assembly	865	na
NG_contig02425	unplaced-scaffold	na	na	KK037559.1	<>	na	Primary Assembly	861	na
NG_contig02426	unplaced-scaffold	na	na	KK037560.1	<>	na	Primary Assembly	862	na
NG_contig02429	unplaced-scaffold	na	na	KK037561.1	<>	na	Primary Assembly	863	na
NG_contig02431	unplaced-scaffold	na	na	KK037562.1	<>	na	Primary Assembly	861	na
NG_contig02432	unplaced-scaffold	na	na	KK037563.1	<>	na	Primary Assembly	861	na
NG_contig02435	unplaced-scaffold	na	na	KK037564.1	<>	na	Primary Assembly	857	na
NG_contig02436	unplaced-scaffold	na	na	KK037565.1	<>	na	Primary Assembly	859	na
NG_contig02437	unplaced-scaffold	na	na	KK037566.1	<>	na	Primary Assembly	858	na
NG_contig02441	unplaced-scaffold	na	na	KK037567.1	<>	na	Primary Assembly	857	na
NG_contig02448	unplaced-scaffold	na	na	KK037568.1	<>	na	Primary Assembly	854	na
NG_contig02452	unplaced-scaffold	na	na	KK037569.1	<>	na	Primary Assembly	852	na
NG_contig02460	unplaced-scaffold	na	na	KK037570.1	<>	na	Primary Assembly	848	na
NG_contig02461	unplaced-scaffold	na	na	KK037571.1	<>	na	Primary Assembly	848	na
NG_contig02462	unplaced-scaffold	na	na	KK037572.1	<>	na	Primary Assembly	846	na
NG_contig02464	unplaced-scaffold	na	na	KK037573.1	<>	na	Primary Assembly	847	na
NG_contig02467	unplaced-scaffold	na	na	KK037574.1	<>	na	Primary Assembly	844	na
NG_contig02469	unplaced-scaffold	na	na	KK037575.1	<>	na	Primary Assembly	843	na
NG_contig02474	unplaced-scaffold	na	na	KK037576.1	<>	na	Primary Assembly	841	na
NG_contig02482	unplaced-scaffold	na	na	KK037577.1	<>	na	Primary Assembly	834	na
NG_contig02485	unplaced-scaffold	na	na	KK037578.1	<>	na	Primary Assembly	831	na
NG_contig02491	unplaced-scaffold	na	na	KK037579.1	<>	na	Primary Assembly	828	na
NG_contig02492	unplaced-scaffold	na	na	KK037580.1	<>	na	Primary Assembly	827	na
NG_contig02494	unplaced-scaffold	na	na	KK037581.1	<>	na	Primary Assembly	825	na
NG_contig02495	unplaced-scaffold	na	na	KK037582.1	<>	na	Primary Assembly	825	na
NG_contig02505	unplaced-scaffold	na	na	KK037583.1	<>	na	Primary Assembly	817	na
NG_contig02506	unplaced-scaffold	na	na	KK037584.1	<>	na	Primary Assembly	817	na
NG_contig02507	unplaced-scaffold	na	na	KK037585.1	<>	na	Primary Assembly	812	na
NG_contig02512	unplaced-scaffold	na	na	KK037586.1	<>	na	Primary Assembly	816	na
NG_contig02514	unplaced-scaffold	na	na	KK037587.1	<>	na	Primary Assembly	814	na
NG_contig02516	unplaced-scaffold	na	na	KK037588.1	<>	na	Primary Assembly	814	na
NG_contig02519	unplaced-scaffold	na	na	KK037589.1	<>	na	Primary Assembly	813	na
NG_contig02522	unplaced-scaffold	na	na	KK037590.1	<>	na	Primary Assembly	809	na
NG_contig02524	unplaced-scaffold	na	na	KK037591.1	<>	na	Primary Assembly	808	na
NG_contig02529	unplaced-scaffold	na	na	KK037592.1	<>	na	Primary Assembly	809	na
NG_contig02544	unplaced-scaffold	na	na	KK037593.1	<>	na	Primary Assembly	804	na
NG_contig02546	unplaced-scaffold	na	na	KK037594.1	<>	na	Primary Assembly	798	na
NG_contig02547	unplaced-scaffold	na	na	KK037595.1	<>	na	Primary Assembly	799	na
NG_contig02550	unplaced-scaffold	na	na	KK037596.1	<>	na	Primary Assembly	799	na
NG_contig02551	unplaced-scaffold	na	na	KK037597.1	<>	na	Primary Assembly	799	na
NG_contig02555	unplaced-scaffold	na	na	KK037598.1	<>	na	Primary Assembly	795	na
NG_contig02557	unplaced-scaffold	na	na	KK037599.1	<>	na	Primary Assembly	793	na
NG_contig02558	unplaced-scaffold	na	na	KK037600.1	<>	na	Primary Assembly	794	na
NG_contig02559	unplaced-scaffold	na	na	KK037601.1	<>	na	Primary Assembly	794	na
NG_contig02560	unplaced-scaffold	na	na	KK037602.1	<>	na	Primary Assembly	793	na
NG_contig02572	unplaced-scaffold	na	na	KK037603.1	<>	na	Primary Assembly	788	na
NG_contig02576	unplaced-scaffold	na	na	KK037604.1	<>	na	Primary Assembly	782	na
NG_contig02579	unplaced-scaffold	na	na	KK037605.1	<>	na	Primary Assembly	784	na
NG_contig02581	unplaced-scaffold	na	na	KK037606.1	<>	na	Primary Assembly	784	na
NG_contig02583	unplaced-scaffold	na	na	KK037607.1	<>	na	Primary Assembly	784	na
NG_contig02594	unplaced-scaffold	na	na	KK037608.1	<>	na	Primary Assembly	780	na
NG_contig02595	unplaced-scaffold	na	na	KK037609.1	<>	na	Primary Assembly	779	na
NG_contig02599	unplaced-scaffold	na	na	KK037610.1	<>	na	Primary Assembly	777	na
NG_contig02601	unplaced-scaffold	na	na	KK037611.1	<>	na	Primary Assembly	777	na
NG_contig02606	unplaced-scaffold	na	na	KK037612.1	<>	na	Primary Assembly	774	na
NG_contig02607	unplaced-scaffold	na	na	KK037613.1	<>	na	Primary Assembly	773	na
NG_contig02609	unplaced-scaffold	na	na	KK037614.1	<>	na	Primary Assembly	775	na
NG_contig02611	unplaced-scaffold	na	na	KK037615.1	<>	na	Primary Assembly	771	na
NG_contig02615	unplaced-scaffold	na	na	KK037616.1	<>	na	Primary Assembly	767	na
NG_contig02617	unplaced-scaffold	na	na	KK037617.1	<>	na	Primary Assembly	767	na
NG_contig02629	unplaced-scaffold	na	na	KK037618.1	<>	na	Primary Assembly	760	na
NG_contig02632	unplaced-scaffold	na	na	KK037619.1	<>	na	Primary Assembly	758	na
NG_contig02633	unplaced-scaffold	na	na	KK037620.1	<>	na	Primary Assembly	758	na
NG_contig02635	unplaced-scaffold	na	na	KK037621.1	<>	na	Primary Assembly	753	na
NG_contig02640	unplaced-scaffold	na	na	KK037622.1	<>	na	Primary Assembly	753	na
NG_contig02641	unplaced-scaffold	na	na	KK037623.1	<>	na	Primary Assembly	754	na
NG_contig02644	unplaced-scaffold	na	na	KK037624.1	<>	na	Primary Assembly	746	na
NG_contig02648	unplaced-scaffold	na	na	KK037625.1	<>	na	Primary Assembly	751	na
NG_contig02650	unplaced-scaffold	na	na	KK037626.1	<>	na	Primary Assembly	747	na
NG_contig02651	unplaced-scaffold	na	na	KK037627.1	<>	na	Primary Assembly	749	na
NG_contig02653	unplaced-scaffold	na	na	KK037628.1	<>	na	Primary Assembly	745	na
NG_contig02659	unplaced-scaffold	na	na	KK037629.1	<>	na	Primary Assembly	747	na
NG_contig02677	unplaced-scaffold	na	na	KK037630.1	<>	na	Primary Assembly	742	na
NG_contig02682	unplaced-scaffold	na	na	KK037631.1	<>	na	Primary Assembly	739	na
NG_contig02684	unplaced-scaffold	na	na	KK037632.1	<>	na	Primary Assembly	740	na
NG_contig02689	unplaced-scaffold	na	na	KK037633.1	<>	na	Primary Assembly	735	na
NG_contig02696	unplaced-scaffold	na	na	KK037634.1	<>	na	Primary Assembly	733	na
NG_contig02697	unplaced-scaffold	na	na	KK037635.1	<>	na	Primary Assembly	731	na
NG_contig02698	unplaced-scaffold	na	na	KK037636.1	<>	na	Primary Assembly	726	na
NG_contig02700	unplaced-scaffold	na	na	KK037637.1	<>	na	Primary Assembly	726	na
NG_contig02701	unplaced-scaffold	na	na	KK037638.1	<>	na	Primary Assembly	728	na
NG_contig02702	unplaced-scaffold	na	na	KK037639.1	<>	na	Primary Assembly	726	na
NG_contig02703	unplaced-scaffold	na	na	KK037640.1	<>	na	Primary Assembly	730	na
NG_contig02705	unplaced-scaffold	na	na	KK037641.1	<>	na	Primary Assembly	724	na
NG_contig02707	unplaced-scaffold	na	na	KK037642.1	<>	na	Primary Assembly	722	na
NG_contig02712	unplaced-scaffold	na	na	KK037643.1	<>	na	Primary Assembly	720	na
NG_contig02714	unplaced-scaffold	na	na	KK037644.1	<>	na	Primary Assembly	720	na
NG_contig02720	unplaced-scaffold	na	na	KK037645.1	<>	na	Primary Assembly	715	na
NG_contig02721	unplaced-scaffold	na	na	KK037646.1	<>	na	Primary Assembly	715	na
NG_contig02722	unplaced-scaffold	na	na	KK037647.1	<>	na	Primary Assembly	715	na
NG_contig02730	unplaced-scaffold	na	na	KK037648.1	<>	na	Primary Assembly	708	na
NG_contig02732	unplaced-scaffold	na	na	KK037649.1	<>	na	Primary Assembly	710	na
NG_contig02736	unplaced-scaffold	na	na	KK037650.1	<>	na	Primary Assembly	709	na
NG_contig02737	unplaced-scaffold	na	na	KK037651.1	<>	na	Primary Assembly	704	na
NG_contig02740	unplaced-scaffold	na	na	KK037652.1	<>	na	Primary Assembly	709	na
NG_contig02743	unplaced-scaffold	na	na	KK037653.1	<>	na	Primary Assembly	706	na
NG_contig02746	unplaced-scaffold	na	na	KK037654.1	<>	na	Primary Assembly	704	na
NG_contig02748	unplaced-scaffold	na	na	KK037655.1	<>	na	Primary Assembly	703	na
NG_contig02750	unplaced-scaffold	na	na	KK037656.1	<>	na	Primary Assembly	701	na
NG_contig02767	unplaced-scaffold	na	na	KK037657.1	<>	na	Primary Assembly	696	na
NG_contig02768	unplaced-scaffold	na	na	KK037658.1	<>	na	Primary Assembly	695	na
NG_contig02774	unplaced-scaffold	na	na	KK037659.1	<>	na	Primary Assembly	693	na
NG_contig02775	unplaced-scaffold	na	na	KK037660.1	<>	na	Primary Assembly	694	na
NG_contig02778	unplaced-scaffold	na	na	KK037661.1	<>	na	Primary Assembly	692	na
NG_contig02779	unplaced-scaffold	na	na	KK037662.1	<>	na	Primary Assembly	690	na
NG_contig02785	unplaced-scaffold	na	na	KK037663.1	<>	na	Primary Assembly	686	na
NG_contig02786	unplaced-scaffold	na	na	KK037664.1	<>	na	Primary Assembly	688	na
NG_contig02789	unplaced-scaffold	na	na	KK037665.1	<>	na	Primary Assembly	684	na
NG_contig02797	unplaced-scaffold	na	na	KK037666.1	<>	na	Primary Assembly	686	na
NG_contig02798	unplaced-scaffold	na	na	KK037667.1	<>	na	Primary Assembly	685	na
NG_contig02799	unplaced-scaffold	na	na	KK037668.1	<>	na	Primary Assembly	683	na
NG_contig02800	unplaced-scaffold	na	na	KK037669.1	<>	na	Primary Assembly	684	na
NG_contig02803	unplaced-scaffold	na	na	KK037670.1	<>	na	Primary Assembly	683	na
NG_contig02809	unplaced-scaffold	na	na	KK037671.1	<>	na	Primary Assembly	677	na
NG_contig02811	unplaced-scaffold	na	na	KK037672.1	<>	na	Primary Assembly	681	na
NG_contig02813	unplaced-scaffold	na	na	KK037673.1	<>	na	Primary Assembly	680	na
NG_contig02821	unplaced-scaffold	na	na	KK037674.1	<>	na	Primary Assembly	676	na
NG_contig02827	unplaced-scaffold	na	na	KK037675.1	<>	na	Primary Assembly	674	na
NG_contig02834	unplaced-scaffold	na	na	KK037676.1	<>	na	Primary Assembly	672	na
NG_contig02843	unplaced-scaffold	na	na	KK037677.1	<>	na	Primary Assembly	669	na
NG_contig02846	unplaced-scaffold	na	na	KK037678.1	<>	na	Primary Assembly	664	na
NG_contig02847	unplaced-scaffold	na	na	KK037679.1	<>	na	Primary Assembly	666	na
NG_contig02855	unplaced-scaffold	na	na	KK037680.1	<>	na	Primary Assembly	665	na
NG_contig02856	unplaced-scaffold	na	na	KK037681.1	<>	na	Primary Assembly	662	na
NG_contig02857	unplaced-scaffold	na	na	KK037682.1	<>	na	Primary Assembly	664	na
NG_contig02860	unplaced-scaffold	na	na	KK037683.1	<>	na	Primary Assembly	664	na
NG_contig02862	unplaced-scaffold	na	na	KK037684.1	<>	na	Primary Assembly	663	na
NG_contig02863	unplaced-scaffold	na	na	KK037685.1	<>	na	Primary Assembly	658	na
NG_contig02874	unplaced-scaffold	na	na	KK037686.1	<>	na	Primary Assembly	655	na
NG_contig02876	unplaced-scaffold	na	na	KK037687.1	<>	na	Primary Assembly	654	na
NG_contig02878	unplaced-scaffold	na	na	KK037688.1	<>	na	Primary Assembly	653	na
NG_contig02879	unplaced-scaffold	na	na	KK037689.1	<>	na	Primary Assembly	653	na
NG_contig02880	unplaced-scaffold	na	na	KK037690.1	<>	na	Primary Assembly	652	na
NG_contig02886	unplaced-scaffold	na	na	KK037691.1	<>	na	Primary Assembly	651	na
NG_contig02896	unplaced-scaffold	na	na	KK037692.1	<>	na	Primary Assembly	648	na
NG_contig02907	unplaced-scaffold	na	na	KK037693.1	<>	na	Primary Assembly	644	na
NG_contig02908	unplaced-scaffold	na	na	KK037694.1	<>	na	Primary Assembly	644	na
NG_contig02909	unplaced-scaffold	na	na	KK037695.1	<>	na	Primary Assembly	644	na
NG_contig02912	unplaced-scaffold	na	na	KK037696.1	<>	na	Primary Assembly	641	na
NG_contig02914	unplaced-scaffold	na	na	KK037697.1	<>	na	Primary Assembly	642	na
NG_contig02915	unplaced-scaffold	na	na	KK037698.1	<>	na	Primary Assembly	643	na
NG_contig02919	unplaced-scaffold	na	na	KK037699.1	<>	na	Primary Assembly	639	na
NG_contig02922	unplaced-scaffold	na	na	KK037700.1	<>	na	Primary Assembly	636	na
NG_contig02923	unplaced-scaffold	na	na	KK037701.1	<>	na	Primary Assembly	634	na
NG_contig02924	unplaced-scaffold	na	na	KK037702.1	<>	na	Primary Assembly	636	na
NG_contig02925	unplaced-scaffold	na	na	KK037703.1	<>	na	Primary Assembly	636	na
NG_contig02926	unplaced-scaffold	na	na	KK037704.1	<>	na	Primary Assembly	640	na
NG_contig02927	unplaced-scaffold	na	na	KK037705.1	<>	na	Primary Assembly	637	na
NG_contig02930	unplaced-scaffold	na	na	KK037706.1	<>	na	Primary Assembly	634	na
NG_contig02932	unplaced-scaffold	na	na	KK037707.1	<>	na	Primary Assembly	632	na
NG_contig02934	unplaced-scaffold	na	na	KK037708.1	<>	na	Primary Assembly	631	na
NG_contig02938	unplaced-scaffold	na	na	KK037709.1	<>	na	Primary Assembly	631	na
NG_contig02946	unplaced-scaffold	na	na	KK037710.1	<>	na	Primary Assembly	629	na
NG_contig02950	unplaced-scaffold	na	na	KK037711.1	<>	na	Primary Assembly	625	na
NG_contig02955	unplaced-scaffold	na	na	KK037712.1	<>	na	Primary Assembly	625	na
NG_contig02957	unplaced-scaffold	na	na	KK037713.1	<>	na	Primary Assembly	626	na
NG_contig02962	unplaced-scaffold	na	na	KK037714.1	<>	na	Primary Assembly	623	na
NG_contig02965	unplaced-scaffold	na	na	KK037715.1	<>	na	Primary Assembly	624	na
NG_contig02966	unplaced-scaffold	na	na	KK037716.1	<>	na	Primary Assembly	623	na
NG_contig02967	unplaced-scaffold	na	na	KK037717.1	<>	na	Primary Assembly	622	na
NG_contig02969	unplaced-scaffold	na	na	KK037718.1	<>	na	Primary Assembly	622	na
NG_contig02972	unplaced-scaffold	na	na	KK037719.1	<>	na	Primary Assembly	621	na
NG_contig02974	unplaced-scaffold	na	na	KK037720.1	<>	na	Primary Assembly	619	na
NG_contig02976	unplaced-scaffold	na	na	KK037721.1	<>	na	Primary Assembly	618	na
NG_contig02977	unplaced-scaffold	na	na	KK037722.1	<>	na	Primary Assembly	618	na
NG_contig02978	unplaced-scaffold	na	na	KK037723.1	<>	na	Primary Assembly	618	na
NG_contig02984	unplaced-scaffold	na	na	KK037724.1	<>	na	Primary Assembly	617	na
NG_contig02989	unplaced-scaffold	na	na	KK037725.1	<>	na	Primary Assembly	618	na
NG_contig02991	unplaced-scaffold	na	na	KK037726.1	<>	na	Primary Assembly	616	na
NG_contig02992	unplaced-scaffold	na	na	KK037727.1	<>	na	Primary Assembly	611	na
NG_contig02996	unplaced-scaffold	na	na	KK037728.1	<>	na	Primary Assembly	614	na
NG_contig03001	unplaced-scaffold	na	na	KK037729.1	<>	na	Primary Assembly	613	na
NG_contig03002	unplaced-scaffold	na	na	KK037730.1	<>	na	Primary Assembly	614	na
NG_contig03003	unplaced-scaffold	na	na	KK037731.1	<>	na	Primary Assembly	613	na
NG_contig03005	unplaced-scaffold	na	na	KK037732.1	<>	na	Primary Assembly	612	na
NG_contig03007	unplaced-scaffold	na	na	KK037733.1	<>	na	Primary Assembly	611	na
NG_contig03011	unplaced-scaffold	na	na	KK037734.1	<>	na	Primary Assembly	609	na
NG_contig03014	unplaced-scaffold	na	na	KK037735.1	<>	na	Primary Assembly	605	na
NG_contig03015	unplaced-scaffold	na	na	KK037736.1	<>	na	Primary Assembly	608	na
NG_contig03021	unplaced-scaffold	na	na	KK037737.1	<>	na	Primary Assembly	608	na
NG_contig03022	unplaced-scaffold	na	na	KK037738.1	<>	na	Primary Assembly	604	na
NG_contig03023	unplaced-scaffold	na	na	KK037739.1	<>	na	Primary Assembly	604	na
NG_contig03027	unplaced-scaffold	na	na	KK037740.1	<>	na	Primary Assembly	603	na
NG_contig03028	unplaced-scaffold	na	na	KK037741.1	<>	na	Primary Assembly	603	na
NG_contig03032	unplaced-scaffold	na	na	KK037742.1	<>	na	Primary Assembly	601	na
NG_contig03033	unplaced-scaffold	na	na	KK037743.1	<>	na	Primary Assembly	599	na
NG_contig03034	unplaced-scaffold	na	na	KK037744.1	<>	na	Primary Assembly	600	na
NG_contig03038	unplaced-scaffold	na	na	KK037745.1	<>	na	Primary Assembly	596	na
NG_contig03040	unplaced-scaffold	na	na	KK037746.1	<>	na	Primary Assembly	596	na
NG_contig03043	unplaced-scaffold	na	na	KK037747.1	<>	na	Primary Assembly	595	na
NG_contig03045	unplaced-scaffold	na	na	KK037748.1	<>	na	Primary Assembly	593	na
NG_contig03052	unplaced-scaffold	na	na	KK037749.1	<>	na	Primary Assembly	591	na
NG_contig03054	unplaced-scaffold	na	na	KK037750.1	<>	na	Primary Assembly	590	na
NG_contig03062	unplaced-scaffold	na	na	KK037751.1	<>	na	Primary Assembly	589	na
NG_contig03063	unplaced-scaffold	na	na	KK037752.1	<>	na	Primary Assembly	590	na
NG_contig03067	unplaced-scaffold	na	na	KK037753.1	<>	na	Primary Assembly	590	na
NG_contig03069	unplaced-scaffold	na	na	KK037754.1	<>	na	Primary Assembly	588	na
NG_contig03070	unplaced-scaffold	na	na	KK037755.1	<>	na	Primary Assembly	585	na
NG_contig03073	unplaced-scaffold	na	na	KK037756.1	<>	na	Primary Assembly	587	na
NG_contig03074	unplaced-scaffold	na	na	KK037757.1	<>	na	Primary Assembly	586	na
NG_contig03077	unplaced-scaffold	na	na	KK037758.1	<>	na	Primary Assembly	585	na
NG_contig03078	unplaced-scaffold	na	na	KK037759.1	<>	na	Primary Assembly	585	na
NG_contig03079	unplaced-scaffold	na	na	KK037760.1	<>	na	Primary Assembly	585	na
NG_contig03080	unplaced-scaffold	na	na	KK037761.1	<>	na	Primary Assembly	586	na
NG_contig03082	unplaced-scaffold	na	na	KK037762.1	<>	na	Primary Assembly	584	na
NG_contig03085	unplaced-scaffold	na	na	KK037763.1	<>	na	Primary Assembly	583	na
NG_contig03086	unplaced-scaffold	na	na	KK037764.1	<>	na	Primary Assembly	583	na
NG_contig03090	unplaced-scaffold	na	na	KK037765.1	<>	na	Primary Assembly	579	na
NG_contig03092	unplaced-scaffold	na	na	KK037766.1	<>	na	Primary Assembly	581	na
NG_contig03093	unplaced-scaffold	na	na	KK037767.1	<>	na	Primary Assembly	580	na
NG_contig03095	unplaced-scaffold	na	na	KK037768.1	<>	na	Primary Assembly	579	na
NG_contig03096	unplaced-scaffold	na	na	KK037769.1	<>	na	Primary Assembly	581	na
NG_contig03097	unplaced-scaffold	na	na	KK037770.1	<>	na	Primary Assembly	578	na
NG_contig03102	unplaced-scaffold	na	na	KK037771.1	<>	na	Primary Assembly	578	na
NG_contig03104	unplaced-scaffold	na	na	KK037772.1	<>	na	Primary Assembly	577	na
NG_contig03105	unplaced-scaffold	na	na	KK037773.1	<>	na	Primary Assembly	576	na
NG_contig03111	unplaced-scaffold	na	na	KK037774.1	<>	na	Primary Assembly	574	na
NG_contig03117	unplaced-scaffold	na	na	KK037775.1	<>	na	Primary Assembly	573	na
NG_contig03118	unplaced-scaffold	na	na	KK037776.1	<>	na	Primary Assembly	573	na
NG_contig03121	unplaced-scaffold	na	na	KK037777.1	<>	na	Primary Assembly	571	na
NG_contig03123	unplaced-scaffold	na	na	KK037778.1	<>	na	Primary Assembly	569	na
NG_contig03124	unplaced-scaffold	na	na	KK037779.1	<>	na	Primary Assembly	570	na
NG_contig03129	unplaced-scaffold	na	na	KK037780.1	<>	na	Primary Assembly	567	na
NG_contig03130	unplaced-scaffold	na	na	KK037781.1	<>	na	Primary Assembly	566	na
NG_contig03131	unplaced-scaffold	na	na	KK037782.1	<>	na	Primary Assembly	567	na
NG_contig03132	unplaced-scaffold	na	na	KK037783.1	<>	na	Primary Assembly	565	na
NG_contig03133	unplaced-scaffold	na	na	KK037784.1	<>	na	Primary Assembly	567	na
NG_contig03145	unplaced-scaffold	na	na	KK037785.1	<>	na	Primary Assembly	565	na
NG_contig03146	unplaced-scaffold	na	na	KK037786.1	<>	na	Primary Assembly	566	na
NG_contig03148	unplaced-scaffold	na	na	KK037787.1	<>	na	Primary Assembly	565	na
NG_contig03151	unplaced-scaffold	na	na	KK037788.1	<>	na	Primary Assembly	563	na
NG_contig03153	unplaced-scaffold	na	na	KK037789.1	<>	na	Primary Assembly	563	na
NG_contig03159	unplaced-scaffold	na	na	KK037790.1	<>	na	Primary Assembly	561	na
NG_contig03160	unplaced-scaffold	na	na	KK037791.1	<>	na	Primary Assembly	561	na
NG_contig03161	unplaced-scaffold	na	na	KK037792.1	<>	na	Primary Assembly	558	na
