# Assembly name:  ASM161421v1
# Organism name:  Nannochloropsis gaditana (eukaryotes)
# Infraspecific name:  strain=CCMP527
# Taxid:          72520
# BioSample:      SAMN04613695
# BioProject:     PRJNA65109
# Submitter:      Qingdao Institute of Bioenergy and Bioprocess Technology, Chinese Academy of Sciences
# Date:           2016-04-08
# Assembly type:  haploid
# Release type:   major
# Assembly level: Contig
# Genome representation: full
# WGS project:    AFGN01
# Assembly method: Velvet v. 1.0.14
# Genome coverage: 30x
# Sequencing technology: Illumina GA IIx
# GenBank assembly accession: GCA_001614215.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_001614265.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
contig4017	unplaced-scaffold	na	na	AFGN01001635.1	<>	na	Primary Assembly	882	na
contig4018_1	unplaced-scaffold	na	na	AFGN01001636.1	<>	na	Primary Assembly	289	na
contig4018_2	unplaced-scaffold	na	na	AFGN01001637.1	<>	na	Primary Assembly	223	na
contig4032	unplaced-scaffold	na	na	AFGN01001638.1	<>	na	Primary Assembly	487	na
contig4033	unplaced-scaffold	na	na	AFGN01001639.1	<>	na	Primary Assembly	13123	na
contig4034	unplaced-scaffold	na	na	AFGN01001640.1	<>	na	Primary Assembly	2480	na
contig4048	unplaced-scaffold	na	na	AFGN01001641.1	<>	na	Primary Assembly	6284	na
contig4051	unplaced-scaffold	na	na	AFGN01001642.1	<>	na	Primary Assembly	208	na
contig4052	unplaced-scaffold	na	na	AFGN01001643.1	<>	na	Primary Assembly	1075	na
contig4054	unplaced-scaffold	na	na	AFGN01001644.1	<>	na	Primary Assembly	610	na
contig4055_1	unplaced-scaffold	na	na	AFGN01001645.1	<>	na	Primary Assembly	1053	na
contig4055_2	unplaced-scaffold	na	na	AFGN01001646.1	<>	na	Primary Assembly	3536	na
contig4057	unplaced-scaffold	na	na	AFGN01001647.1	<>	na	Primary Assembly	691	na
contig4063	unplaced-scaffold	na	na	AFGN01001648.1	<>	na	Primary Assembly	4171	na
contig4065	unplaced-scaffold	na	na	AFGN01001649.1	<>	na	Primary Assembly	1165	na
contig4069_1	unplaced-scaffold	na	na	AFGN01001650.1	<>	na	Primary Assembly	12121	na
contig4069_2	unplaced-scaffold	na	na	AFGN01001651.1	<>	na	Primary Assembly	632	na
contig4070_1	unplaced-scaffold	na	na	AFGN01001652.1	<>	na	Primary Assembly	1842	na
contig4070_2	unplaced-scaffold	na	na	AFGN01001653.1	<>	na	Primary Assembly	556	na
contig4072_1	unplaced-scaffold	na	na	AFGN01001654.1	<>	na	Primary Assembly	913	na
contig4072_2	unplaced-scaffold	na	na	AFGN01001655.1	<>	na	Primary Assembly	3536	na
contig4073	unplaced-scaffold	na	na	AFGN01001656.1	<>	na	Primary Assembly	1586	na
contig4075	unplaced-scaffold	na	na	AFGN01001657.1	<>	na	Primary Assembly	3407	na
contig4081	unplaced-scaffold	na	na	AFGN01001658.1	<>	na	Primary Assembly	3034	na
contig4082_1	unplaced-scaffold	na	na	AFGN01001659.1	<>	na	Primary Assembly	3279	na
contig4082_2	unplaced-scaffold	na	na	AFGN01001660.1	<>	na	Primary Assembly	2956	na
contig4085	unplaced-scaffold	na	na	AFGN01001661.1	<>	na	Primary Assembly	269	na
contig4086	unplaced-scaffold	na	na	AFGN01001662.1	<>	na	Primary Assembly	1570	na
contig4087	unplaced-scaffold	na	na	AFGN01001663.1	<>	na	Primary Assembly	670	na
contig4088_1	unplaced-scaffold	na	na	AFGN01001664.1	<>	na	Primary Assembly	302	na
contig4092	unplaced-scaffold	na	na	AFGN01001665.1	<>	na	Primary Assembly	982	na
contig4096_1	unplaced-scaffold	na	na	AFGN01001666.1	<>	na	Primary Assembly	306	na
contig4096_2	unplaced-scaffold	na	na	AFGN01001667.1	<>	na	Primary Assembly	836	na
contig4097	unplaced-scaffold	na	na	AFGN01001668.1	<>	na	Primary Assembly	4954	na
contig4108_1	unplaced-scaffold	na	na	AFGN01001669.1	<>	na	Primary Assembly	15836	na
contig4108_2	unplaced-scaffold	na	na	AFGN01001670.1	<>	na	Primary Assembly	27968	na
contig4108_3	unplaced-scaffold	na	na	AFGN01001671.1	<>	na	Primary Assembly	22579	na
contig4115	unplaced-scaffold	na	na	AFGN01001672.1	<>	na	Primary Assembly	2202	na
contig4116	unplaced-scaffold	na	na	AFGN01001673.1	<>	na	Primary Assembly	684	na
contig4117	unplaced-scaffold	na	na	AFGN01001674.1	<>	na	Primary Assembly	2355	na
contig4118	unplaced-scaffold	na	na	AFGN01001675.1	<>	na	Primary Assembly	23019	na
contig4126	unplaced-scaffold	na	na	AFGN01001676.1	<>	na	Primary Assembly	539	na
contig4141	unplaced-scaffold	na	na	AFGN01001677.1	<>	na	Primary Assembly	11668	na
contig4149	unplaced-scaffold	na	na	AFGN01001678.1	<>	na	Primary Assembly	1810	na
contig4151_1	unplaced-scaffold	na	na	AFGN01001679.1	<>	na	Primary Assembly	643	na
contig4151_2	unplaced-scaffold	na	na	AFGN01001680.1	<>	na	Primary Assembly	1285	na
contig4152	unplaced-scaffold	na	na	AFGN01001681.1	<>	na	Primary Assembly	2270	na
contig4154	unplaced-scaffold	na	na	AFGN01001682.1	<>	na	Primary Assembly	1041	na
contig4155	unplaced-scaffold	na	na	AFGN01001683.1	<>	na	Primary Assembly	1287	na
contig4160	unplaced-scaffold	na	na	AFGN01001684.1	<>	na	Primary Assembly	2333	na
contig4161	unplaced-scaffold	na	na	AFGN01001685.1	<>	na	Primary Assembly	390	na
contig4163	unplaced-scaffold	na	na	AFGN01001686.1	<>	na	Primary Assembly	2291	na
contig4177	unplaced-scaffold	na	na	AFGN01001687.1	<>	na	Primary Assembly	1428	na
contig4178	unplaced-scaffold	na	na	AFGN01001688.1	<>	na	Primary Assembly	664	na
contig4182	unplaced-scaffold	na	na	AFGN01001689.1	<>	na	Primary Assembly	1618	na
contig4187	unplaced-scaffold	na	na	AFGN01001690.1	<>	na	Primary Assembly	606	na
contig4200	unplaced-scaffold	na	na	AFGN01001691.1	<>	na	Primary Assembly	11264	na
contig4201	unplaced-scaffold	na	na	AFGN01001692.1	<>	na	Primary Assembly	3709	na
contig4205	unplaced-scaffold	na	na	AFGN01001693.1	<>	na	Primary Assembly	703	na
contig4218	unplaced-scaffold	na	na	AFGN01001694.1	<>	na	Primary Assembly	930	na
contig4221	unplaced-scaffold	na	na	AFGN01001695.1	<>	na	Primary Assembly	2100	na
contig4223_1	unplaced-scaffold	na	na	AFGN01001696.1	<>	na	Primary Assembly	4394	na
contig4223_2	unplaced-scaffold	na	na	AFGN01001697.1	<>	na	Primary Assembly	7192	na
contig4224	unplaced-scaffold	na	na	AFGN01001698.1	<>	na	Primary Assembly	2660	na
contig4225	unplaced-scaffold	na	na	AFGN01001699.1	<>	na	Primary Assembly	276	na
contig4234_1	unplaced-scaffold	na	na	AFGN01001700.1	<>	na	Primary Assembly	5245	na
contig4234_2	unplaced-scaffold	na	na	AFGN01001701.1	<>	na	Primary Assembly	6053	na
contig4234_3	unplaced-scaffold	na	na	AFGN01001702.1	<>	na	Primary Assembly	1283	na
contig4235_1	unplaced-scaffold	na	na	AFGN01001703.1	<>	na	Primary Assembly	7199	na
contig4235_2	unplaced-scaffold	na	na	AFGN01001704.1	<>	na	Primary Assembly	3664	na
contig4237	unplaced-scaffold	na	na	AFGN01001705.1	<>	na	Primary Assembly	564	na
contig4238	unplaced-scaffold	na	na	AFGN01001706.1	<>	na	Primary Assembly	1274	na
contig4255_1	unplaced-scaffold	na	na	AFGN01001707.1	<>	na	Primary Assembly	719	na
contig4255_2	unplaced-scaffold	na	na	AFGN01001708.1	<>	na	Primary Assembly	269	na
contig4258	unplaced-scaffold	na	na	AFGN01001709.1	<>	na	Primary Assembly	2398	na
contig4259	unplaced-scaffold	na	na	AFGN01001710.1	<>	na	Primary Assembly	3219	na
contig4261	unplaced-scaffold	na	na	AFGN01001711.1	<>	na	Primary Assembly	1371	na
contig4267	unplaced-scaffold	na	na	AFGN01001712.1	<>	na	Primary Assembly	2625	na
contig4274	unplaced-scaffold	na	na	AFGN01001713.1	<>	na	Primary Assembly	629	na
contig4275_1	unplaced-scaffold	na	na	AFGN01001714.1	<>	na	Primary Assembly	6574	na
contig4275_2	unplaced-scaffold	na	na	AFGN01001715.1	<>	na	Primary Assembly	2469	na
contig4279	unplaced-scaffold	na	na	AFGN01001716.1	<>	na	Primary Assembly	4655	na
contig4280	unplaced-scaffold	na	na	AFGN01001717.1	<>	na	Primary Assembly	352	na
contig4282	unplaced-scaffold	na	na	AFGN01001718.1	<>	na	Primary Assembly	2086	na
contig4283	unplaced-scaffold	na	na	AFGN01001719.1	<>	na	Primary Assembly	632	na
contig4284	unplaced-scaffold	na	na	AFGN01001720.1	<>	na	Primary Assembly	5961	na
contig4285	unplaced-scaffold	na	na	AFGN01001721.1	<>	na	Primary Assembly	266	na
contig4286_1	unplaced-scaffold	na	na	AFGN01001722.1	<>	na	Primary Assembly	3604	na
contig4286_2	unplaced-scaffold	na	na	AFGN01001723.1	<>	na	Primary Assembly	760	na
contig4290	unplaced-scaffold	na	na	AFGN01001724.1	<>	na	Primary Assembly	2485	na
contig4293_1	unplaced-scaffold	na	na	AFGN01001725.1	<>	na	Primary Assembly	461	na
contig4293_2	unplaced-scaffold	na	na	AFGN01001726.1	<>	na	Primary Assembly	10037	na
contig4295	unplaced-scaffold	na	na	AFGN01001727.1	<>	na	Primary Assembly	2833	na
contig4296	unplaced-scaffold	na	na	AFGN01001728.1	<>	na	Primary Assembly	4540	na
contig4298	unplaced-scaffold	na	na	AFGN01001729.1	<>	na	Primary Assembly	2194	na
contig4302	unplaced-scaffold	na	na	AFGN01001730.1	<>	na	Primary Assembly	1966	na
contig4303_1	unplaced-scaffold	na	na	AFGN01001731.1	<>	na	Primary Assembly	17248	na
contig4303_2	unplaced-scaffold	na	na	AFGN01001732.1	<>	na	Primary Assembly	35656	na
contig4303_3	unplaced-scaffold	na	na	AFGN01001733.1	<>	na	Primary Assembly	21837	na
contig4312_1	unplaced-scaffold	na	na	AFGN01001734.1	<>	na	Primary Assembly	3114	na
contig4312_2	unplaced-scaffold	na	na	AFGN01001735.1	<>	na	Primary Assembly	543	na
contig4313	unplaced-scaffold	na	na	AFGN01001736.1	<>	na	Primary Assembly	566	na
contig4314	unplaced-scaffold	na	na	AFGN01001737.1	<>	na	Primary Assembly	4137	na
contig4315	unplaced-scaffold	na	na	AFGN01001738.1	<>	na	Primary Assembly	555	na
contig4316	unplaced-scaffold	na	na	AFGN01001739.1	<>	na	Primary Assembly	592	na
contig4317_1	unplaced-scaffold	na	na	AFGN01001740.1	<>	na	Primary Assembly	4909	na
contig4317_2	unplaced-scaffold	na	na	AFGN01001741.1	<>	na	Primary Assembly	17483	na
contig4317_3	unplaced-scaffold	na	na	AFGN01001742.1	<>	na	Primary Assembly	12503	na
contig4318	unplaced-scaffold	na	na	AFGN01001743.1	<>	na	Primary Assembly	1755	na
contig4319_1	unplaced-scaffold	na	na	AFGN01001744.1	<>	na	Primary Assembly	3704	na
contig4319_2	unplaced-scaffold	na	na	AFGN01001745.1	<>	na	Primary Assembly	1881	na
contig4321	unplaced-scaffold	na	na	AFGN01001746.1	<>	na	Primary Assembly	756	na
contig4327	unplaced-scaffold	na	na	AFGN01001747.1	<>	na	Primary Assembly	1775	na
contig4331	unplaced-scaffold	na	na	AFGN01001748.1	<>	na	Primary Assembly	1049	na
contig4335	unplaced-scaffold	na	na	AFGN01001749.1	<>	na	Primary Assembly	202	na
contig4336	unplaced-scaffold	na	na	AFGN01001750.1	<>	na	Primary Assembly	2792	na
contig4337	unplaced-scaffold	na	na	AFGN01001751.1	<>	na	Primary Assembly	774	na
contig4345	unplaced-scaffold	na	na	AFGN01001752.1	<>	na	Primary Assembly	583	na
contig4346	unplaced-scaffold	na	na	AFGN01001753.1	<>	na	Primary Assembly	1395	na
contig4347	unplaced-scaffold	na	na	AFGN01001754.1	<>	na	Primary Assembly	1578	na
contig4348	unplaced-scaffold	na	na	AFGN01001755.1	<>	na	Primary Assembly	2226	na
contig4352	unplaced-scaffold	na	na	AFGN01001756.1	<>	na	Primary Assembly	3468	na
contig4354_1	unplaced-scaffold	na	na	AFGN01001757.1	<>	na	Primary Assembly	257	na
contig4354_2	unplaced-scaffold	na	na	AFGN01001758.1	<>	na	Primary Assembly	3935	na
contig4355	unplaced-scaffold	na	na	AFGN01001759.1	<>	na	Primary Assembly	710	na
contig4358	unplaced-scaffold	na	na	AFGN01001760.1	<>	na	Primary Assembly	2843	na
contig4360	unplaced-scaffold	na	na	AFGN01001761.1	<>	na	Primary Assembly	529	na
contig4361	unplaced-scaffold	na	na	AFGN01001762.1	<>	na	Primary Assembly	576	na
contig4362	unplaced-scaffold	na	na	AFGN01001763.1	<>	na	Primary Assembly	496	na
contig4363	unplaced-scaffold	na	na	AFGN01001764.1	<>	na	Primary Assembly	1828	na
contig4364	unplaced-scaffold	na	na	AFGN01001765.1	<>	na	Primary Assembly	640	na
contig4374_1	unplaced-scaffold	na	na	AFGN01001766.1	<>	na	Primary Assembly	1864	na
contig4374_2	unplaced-scaffold	na	na	AFGN01001767.1	<>	na	Primary Assembly	11450	na
contig4375	unplaced-scaffold	na	na	AFGN01001768.1	<>	na	Primary Assembly	935	na
contig4376	unplaced-scaffold	na	na	AFGN01001769.1	<>	na	Primary Assembly	784	na
contig4377	unplaced-scaffold	na	na	AFGN01001770.1	<>	na	Primary Assembly	3525	na
contig4378	unplaced-scaffold	na	na	AFGN01001771.1	<>	na	Primary Assembly	2001	na
contig4380	unplaced-scaffold	na	na	AFGN01001772.1	<>	na	Primary Assembly	2965	na
contig4381	unplaced-scaffold	na	na	AFGN01001773.1	<>	na	Primary Assembly	1893	na
contig4389	unplaced-scaffold	na	na	AFGN01001774.1	<>	na	Primary Assembly	592	na
contig4393	unplaced-scaffold	na	na	AFGN01001775.1	<>	na	Primary Assembly	575	na
contig4395_1	unplaced-scaffold	na	na	AFGN01001776.1	<>	na	Primary Assembly	1000	na
contig4395_2	unplaced-scaffold	na	na	AFGN01001777.1	<>	na	Primary Assembly	39746	na
contig4396_1	unplaced-scaffold	na	na	AFGN01001778.1	<>	na	Primary Assembly	403	na
contig4396_2	unplaced-scaffold	na	na	AFGN01001779.1	<>	na	Primary Assembly	4466	na
contig4397	unplaced-scaffold	na	na	AFGN01001780.1	<>	na	Primary Assembly	4770	na
contig4401	unplaced-scaffold	na	na	AFGN01001781.1	<>	na	Primary Assembly	4377	na
contig4402	unplaced-scaffold	na	na	AFGN01001782.1	<>	na	Primary Assembly	4970	na
contig4403	unplaced-scaffold	na	na	AFGN01001783.1	<>	na	Primary Assembly	6642	na
contig4405	unplaced-scaffold	na	na	AFGN01001784.1	<>	na	Primary Assembly	510	na
contig4409	unplaced-scaffold	na	na	AFGN01001785.1	<>	na	Primary Assembly	4450	na
contig4424	unplaced-scaffold	na	na	AFGN01001786.1	<>	na	Primary Assembly	2249	na
contig4425	unplaced-scaffold	na	na	AFGN01001787.1	<>	na	Primary Assembly	1659	na
contig4431	unplaced-scaffold	na	na	AFGN01001788.1	<>	na	Primary Assembly	1244	na
contig4438	unplaced-scaffold	na	na	AFGN01001789.1	<>	na	Primary Assembly	2294	na
contig4439	unplaced-scaffold	na	na	AFGN01001790.1	<>	na	Primary Assembly	806	na
contig4440	unplaced-scaffold	na	na	AFGN01001791.1	<>	na	Primary Assembly	631	na
contig4455	unplaced-scaffold	na	na	AFGN01001792.1	<>	na	Primary Assembly	3877	na
contig4456	unplaced-scaffold	na	na	AFGN01001793.1	<>	na	Primary Assembly	1452	na
contig4458	unplaced-scaffold	na	na	AFGN01001794.1	<>	na	Primary Assembly	1833	na
contig4468	unplaced-scaffold	na	na	AFGN01001795.1	<>	na	Primary Assembly	3535	na
contig4469	unplaced-scaffold	na	na	AFGN01001796.1	<>	na	Primary Assembly	1677	na
contig4496	unplaced-scaffold	na	na	AFGN01001797.1	<>	na	Primary Assembly	3690	na
contig4498	unplaced-scaffold	na	na	AFGN01001798.1	<>	na	Primary Assembly	547	na
contig4499	unplaced-scaffold	na	na	AFGN01001799.1	<>	na	Primary Assembly	1413	na
contig4502	unplaced-scaffold	na	na	AFGN01001800.1	<>	na	Primary Assembly	3217	na
contig4505_1	unplaced-scaffold	na	na	AFGN01001801.1	<>	na	Primary Assembly	543	na
contig4505_2	unplaced-scaffold	na	na	AFGN01001802.1	<>	na	Primary Assembly	826	na
contig4512	unplaced-scaffold	na	na	AFGN01001803.1	<>	na	Primary Assembly	263	na
contig4516	unplaced-scaffold	na	na	AFGN01001804.1	<>	na	Primary Assembly	2572	na
contig4517_1	unplaced-scaffold	na	na	AFGN01001805.1	<>	na	Primary Assembly	4485	na
contig4517_2	unplaced-scaffold	na	na	AFGN01001806.1	<>	na	Primary Assembly	5932	na
contig4517_3	unplaced-scaffold	na	na	AFGN01001807.1	<>	na	Primary Assembly	617	na
contig4520	unplaced-scaffold	na	na	AFGN01001808.1	<>	na	Primary Assembly	570	na
contig4526	unplaced-scaffold	na	na	AFGN01001809.1	<>	na	Primary Assembly	1035	na
contig4527	unplaced-scaffold	na	na	AFGN01001810.1	<>	na	Primary Assembly	541	na
contig4536_1	unplaced-scaffold	na	na	AFGN01001811.1	<>	na	Primary Assembly	1133	na
contig4536_2	unplaced-scaffold	na	na	AFGN01001812.1	<>	na	Primary Assembly	39385	na
contig4536_3	unplaced-scaffold	na	na	AFGN01001813.1	<>	na	Primary Assembly	9226	na
contig4539	unplaced-scaffold	na	na	AFGN01001814.1	<>	na	Primary Assembly	942	na
contig4544	unplaced-scaffold	na	na	AFGN01001815.1	<>	na	Primary Assembly	340	na
contig4551	unplaced-scaffold	na	na	AFGN01001816.1	<>	na	Primary Assembly	536	na
contig4557_1	unplaced-scaffold	na	na	AFGN01001817.1	<>	na	Primary Assembly	278	na
contig4557_2	unplaced-scaffold	na	na	AFGN01001818.1	<>	na	Primary Assembly	2165	na
contig4563	unplaced-scaffold	na	na	AFGN01001819.1	<>	na	Primary Assembly	14171	na
contig4565_1	unplaced-scaffold	na	na	AFGN01001820.1	<>	na	Primary Assembly	752	na
contig4565_2	unplaced-scaffold	na	na	AFGN01001821.1	<>	na	Primary Assembly	6167	na
contig4565_3	unplaced-scaffold	na	na	AFGN01001822.1	<>	na	Primary Assembly	214	na
contig4566	unplaced-scaffold	na	na	AFGN01001823.1	<>	na	Primary Assembly	482	na
contig4575	unplaced-scaffold	na	na	AFGN01001824.1	<>	na	Primary Assembly	1754	na
contig4577	unplaced-scaffold	na	na	AFGN01001825.1	<>	na	Primary Assembly	470	na
contig4578_1	unplaced-scaffold	na	na	AFGN01001826.1	<>	na	Primary Assembly	450	na
contig4578_2	unplaced-scaffold	na	na	AFGN01001827.1	<>	na	Primary Assembly	599	na
contig4589	unplaced-scaffold	na	na	AFGN01001828.1	<>	na	Primary Assembly	203	na
contig4590	unplaced-scaffold	na	na	AFGN01001829.1	<>	na	Primary Assembly	1893	na
contig4593	unplaced-scaffold	na	na	AFGN01001830.1	<>	na	Primary Assembly	2630	na
contig4595	unplaced-scaffold	na	na	AFGN01001831.1	<>	na	Primary Assembly	1718	na
contig4596	unplaced-scaffold	na	na	AFGN01001832.1	<>	na	Primary Assembly	2147	na
contig4598	unplaced-scaffold	na	na	AFGN01001833.1	<>	na	Primary Assembly	2680	na
contig4599	unplaced-scaffold	na	na	AFGN01001834.1	<>	na	Primary Assembly	1842	na
contig4601	unplaced-scaffold	na	na	AFGN01001835.1	<>	na	Primary Assembly	2477	na
contig4602	unplaced-scaffold	na	na	AFGN01001836.1	<>	na	Primary Assembly	1533	na
contig4603	unplaced-scaffold	na	na	AFGN01001837.1	<>	na	Primary Assembly	1829	na
contig4604	unplaced-scaffold	na	na	AFGN01001838.1	<>	na	Primary Assembly	3168	na
contig4605	unplaced-scaffold	na	na	AFGN01001839.1	<>	na	Primary Assembly	254	na
contig4612	unplaced-scaffold	na	na	AFGN01001840.1	<>	na	Primary Assembly	1945	na
contig4616	unplaced-scaffold	na	na	AFGN01001841.1	<>	na	Primary Assembly	2901	na
contig4617	unplaced-scaffold	na	na	AFGN01001842.1	<>	na	Primary Assembly	720	na
contig4622	unplaced-scaffold	na	na	AFGN01001843.1	<>	na	Primary Assembly	3305	na
contig4623	unplaced-scaffold	na	na	AFGN01001844.1	<>	na	Primary Assembly	441	na
contig4630_1	unplaced-scaffold	na	na	AFGN01001845.1	<>	na	Primary Assembly	393	na
contig4630_2	unplaced-scaffold	na	na	AFGN01001846.1	<>	na	Primary Assembly	666	na
contig4633	unplaced-scaffold	na	na	AFGN01001847.1	<>	na	Primary Assembly	2027	na
contig4634	unplaced-scaffold	na	na	AFGN01001848.1	<>	na	Primary Assembly	646	na
contig4636_1	unplaced-scaffold	na	na	AFGN01001849.1	<>	na	Primary Assembly	8417	na
contig4636_2	unplaced-scaffold	na	na	AFGN01001850.1	<>	na	Primary Assembly	5562	na
contig4639	unplaced-scaffold	na	na	AFGN01001851.1	<>	na	Primary Assembly	2844	na
contig4640	unplaced-scaffold	na	na	AFGN01001852.1	<>	na	Primary Assembly	471	na
contig4642	unplaced-scaffold	na	na	AFGN01001853.1	<>	na	Primary Assembly	220	na
contig4655	unplaced-scaffold	na	na	AFGN01001854.1	<>	na	Primary Assembly	1831	na
contig4656	unplaced-scaffold	na	na	AFGN01001855.1	<>	na	Primary Assembly	3411	na
contig4658	unplaced-scaffold	na	na	AFGN01001856.1	<>	na	Primary Assembly	2516	na
contig4659	unplaced-scaffold	na	na	AFGN01001857.1	<>	na	Primary Assembly	206	na
contig4661	unplaced-scaffold	na	na	AFGN01001858.1	<>	na	Primary Assembly	1339	na
contig4662	unplaced-scaffold	na	na	AFGN01001859.1	<>	na	Primary Assembly	2095	na
contig4666	unplaced-scaffold	na	na	AFGN01001860.1	<>	na	Primary Assembly	1258	na
contig4668	unplaced-scaffold	na	na	AFGN01001861.1	<>	na	Primary Assembly	1003	na
contig4675	unplaced-scaffold	na	na	AFGN01001862.1	<>	na	Primary Assembly	900	na
contig4676	unplaced-scaffold	na	na	AFGN01001863.1	<>	na	Primary Assembly	1861	na
contig4677	unplaced-scaffold	na	na	AFGN01001864.1	<>	na	Primary Assembly	2796	na
contig4680	unplaced-scaffold	na	na	AFGN01001865.1	<>	na	Primary Assembly	1528	na
contig4687	unplaced-scaffold	na	na	AFGN01001866.1	<>	na	Primary Assembly	1934	na
contig4688	unplaced-scaffold	na	na	AFGN01001867.1	<>	na	Primary Assembly	365	na
contig4692	unplaced-scaffold	na	na	AFGN01001868.1	<>	na	Primary Assembly	2333	na
contig4695_1	unplaced-scaffold	na	na	AFGN01001869.1	<>	na	Primary Assembly	12585	na
contig4695_2	unplaced-scaffold	na	na	AFGN01001870.1	<>	na	Primary Assembly	2225	na
contig4696	unplaced-scaffold	na	na	AFGN01001871.1	<>	na	Primary Assembly	20195	na
contig4701	unplaced-scaffold	na	na	AFGN01001872.1	<>	na	Primary Assembly	5999	na
contig4715	unplaced-scaffold	na	na	AFGN01001873.1	<>	na	Primary Assembly	1261	na
contig4721_1	unplaced-scaffold	na	na	AFGN01001874.1	<>	na	Primary Assembly	17401	na
contig4721_2	unplaced-scaffold	na	na	AFGN01001875.1	<>	na	Primary Assembly	2152	na
contig4721_3	unplaced-scaffold	na	na	AFGN01001876.1	<>	na	Primary Assembly	278	na
contig4731_1	unplaced-scaffold	na	na	AFGN01001877.1	<>	na	Primary Assembly	4468	na
contig4731_2	unplaced-scaffold	na	na	AFGN01001878.1	<>	na	Primary Assembly	25010	na
contig4732	unplaced-scaffold	na	na	AFGN01001879.1	<>	na	Primary Assembly	8046	na
contig4737	unplaced-scaffold	na	na	AFGN01001880.1	<>	na	Primary Assembly	754	na
contig4747	unplaced-scaffold	na	na	AFGN01001881.1	<>	na	Primary Assembly	852	na
contig4749	unplaced-scaffold	na	na	AFGN01001882.1	<>	na	Primary Assembly	5471	na
contig4752	unplaced-scaffold	na	na	AFGN01001883.1	<>	na	Primary Assembly	725	na
contig4778	unplaced-scaffold	na	na	AFGN01001884.1	<>	na	Primary Assembly	1684	na
contig4779_1	unplaced-scaffold	na	na	AFGN01001885.1	<>	na	Primary Assembly	31529	na
contig4779_2	unplaced-scaffold	na	na	AFGN01001886.1	<>	na	Primary Assembly	1225	na
contig4779_3	unplaced-scaffold	na	na	AFGN01001887.1	<>	na	Primary Assembly	664	na
contig4779_4	unplaced-scaffold	na	na	AFGN01001888.1	<>	na	Primary Assembly	6598	na
contig4779_5	unplaced-scaffold	na	na	AFGN01001889.1	<>	na	Primary Assembly	20357	na
contig4780_1	unplaced-scaffold	na	na	AFGN01001890.1	<>	na	Primary Assembly	446	na
contig4780_2	unplaced-scaffold	na	na	AFGN01001891.1	<>	na	Primary Assembly	8577	na
contig4781	unplaced-scaffold	na	na	AFGN01001892.1	<>	na	Primary Assembly	391	na
contig4783	unplaced-scaffold	na	na	AFGN01001893.1	<>	na	Primary Assembly	778	na
contig4795	unplaced-scaffold	na	na	AFGN01001894.1	<>	na	Primary Assembly	567	na
contig4797	unplaced-scaffold	na	na	AFGN01001895.1	<>	na	Primary Assembly	647	na
contig4801	unplaced-scaffold	na	na	AFGN01001896.1	<>	na	Primary Assembly	7686	na
contig4804	unplaced-scaffold	na	na	AFGN01001897.1	<>	na	Primary Assembly	2776	na
contig4805	unplaced-scaffold	na	na	AFGN01001898.1	<>	na	Primary Assembly	799	na
contig4807	unplaced-scaffold	na	na	AFGN01001899.1	<>	na	Primary Assembly	3087	na
contig4809	unplaced-scaffold	na	na	AFGN01001900.1	<>	na	Primary Assembly	2985	na
contig4812	unplaced-scaffold	na	na	AFGN01001901.1	<>	na	Primary Assembly	2241	na
contig4813	unplaced-scaffold	na	na	AFGN01001902.1	<>	na	Primary Assembly	1567	na
contig4816	unplaced-scaffold	na	na	AFGN01001903.1	<>	na	Primary Assembly	2915	na
contig4817	unplaced-scaffold	na	na	AFGN01001904.1	<>	na	Primary Assembly	11390	na
contig4824	unplaced-scaffold	na	na	AFGN01001905.1	<>	na	Primary Assembly	1871	na
contig4827	unplaced-scaffold	na	na	AFGN01001906.1	<>	na	Primary Assembly	511	na
contig4836	unplaced-scaffold	na	na	AFGN01001907.1	<>	na	Primary Assembly	623	na
contig4837_1	unplaced-scaffold	na	na	AFGN01001908.1	<>	na	Primary Assembly	261	na
contig4837_2	unplaced-scaffold	na	na	AFGN01001909.1	<>	na	Primary Assembly	2991	na
contig4838	unplaced-scaffold	na	na	AFGN01001910.1	<>	na	Primary Assembly	1303	na
contig4839_1	unplaced-scaffold	na	na	AFGN01001911.1	<>	na	Primary Assembly	2442	na
contig4839_2	unplaced-scaffold	na	na	AFGN01001912.1	<>	na	Primary Assembly	9699	na
contig4840	unplaced-scaffold	na	na	AFGN01001913.1	<>	na	Primary Assembly	3676	na
contig4841	unplaced-scaffold	na	na	AFGN01001914.1	<>	na	Primary Assembly	358	na
contig4842	unplaced-scaffold	na	na	AFGN01001915.1	<>	na	Primary Assembly	635	na
contig4844_1	unplaced-scaffold	na	na	AFGN01001916.1	<>	na	Primary Assembly	313	na
contig4844_2	unplaced-scaffold	na	na	AFGN01001917.1	<>	na	Primary Assembly	871	na
contig4847	unplaced-scaffold	na	na	AFGN01001918.1	<>	na	Primary Assembly	3998	na
