# Assembly name:  ASM24072v1
# Organism name:  Nannochloropsis gaditana CCMP526 (eukaryotes)
# Infraspecific name:  strain=CCMP526
# Taxid:          1093141
# BioSample:      SAMN02981382
# BioProject:     PRJNA73791
# Submitter:      Colorado School of Mines
# Date:           2012-01-04
# Assembly type:  haploid
# Release type:   major
# Assembly level: Scaffold
# Genome representation: full
# WGS project:    AGNI01
# Assembly method: Newbler v. 2.3; Velvet v. 1.0.19
# Genome coverage: 230x
# Sequencing technology: 454 GS FLX Titanium; Illumina GA IIx
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_000240725.1
# RefSeq assembly accession: GCF_000240725.1
# RefSeq assembly and GenBank assemblies identical: yes
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000240735.1	GCF_000240735.1	Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
scaffold251	unplaced-scaffold	na	na	JH470812.1	=	NW_005803702.1	Primary Assembly	38475	na
scaffold252	unplaced-scaffold	na	na	JH470813.1	=	NW_005803701.1	Primary Assembly	38460	na
scaffold253	unplaced-scaffold	na	na	JH470814.1	=	NW_005803700.1	Primary Assembly	38300	na
scaffold254	unplaced-scaffold	na	na	JH470815.1	=	NW_005803699.1	Primary Assembly	38081	na
scaffold255	unplaced-scaffold	na	na	JH470816.1	=	NW_005803698.1	Primary Assembly	38028	na
scaffold256	unplaced-scaffold	na	na	JH470817.1	=	NW_005803697.1	Primary Assembly	37963	na
scaffold257	unplaced-scaffold	na	na	JH470818.1	=	NW_005803696.1	Primary Assembly	37740	na
scaffold258	unplaced-scaffold	na	na	JH470819.1	=	NW_005803695.1	Primary Assembly	37643	na
scaffold259	unplaced-scaffold	na	na	JH470820.1	=	NW_005803694.1	Primary Assembly	37613	na
scaffold260	unplaced-scaffold	na	na	JH470821.1	=	NW_005803693.1	Primary Assembly	37449	na
scaffold261	unplaced-scaffold	na	na	JH470822.1	=	NW_005803692.1	Primary Assembly	37281	na
scaffold262	unplaced-scaffold	na	na	JH470823.1	=	NW_005803691.1	Primary Assembly	37265	na
scaffold263	unplaced-scaffold	na	na	JH470824.1	=	NW_005803690.1	Primary Assembly	37185	na
scaffold264	unplaced-scaffold	na	na	JH470825.1	=	NW_005803689.1	Primary Assembly	37157	na
scaffold265	unplaced-scaffold	na	na	JH470826.1	=	NW_005803688.1	Primary Assembly	36868	na
scaffold266	unplaced-scaffold	na	na	JH470827.1	=	NW_005803687.1	Primary Assembly	36850	na
scaffold267	unplaced-scaffold	na	na	JH470828.1	=	NW_005803686.1	Primary Assembly	36771	na
scaffold268	unplaced-scaffold	na	na	JH470829.1	=	NW_005803685.1	Primary Assembly	36755	na
scaffold269	unplaced-scaffold	na	na	JH470830.1	=	NW_005803684.1	Primary Assembly	36725	na
scaffold270	unplaced-scaffold	na	na	JH470831.1	=	NW_005803683.1	Primary Assembly	36644	na
scaffold271	unplaced-scaffold	na	na	JH470832.1	=	NW_005803682.1	Primary Assembly	36416	na
scaffold272	unplaced-scaffold	na	na	JH470833.1	=	NW_005803681.1	Primary Assembly	36410	na
scaffold273	unplaced-scaffold	na	na	JH470834.1	=	NW_005803680.1	Primary Assembly	36380	na
scaffold274	unplaced-scaffold	na	na	JH470835.1	=	NW_005803679.1	Primary Assembly	36325	na
scaffold275	unplaced-scaffold	na	na	JH470836.1	=	NW_005803678.1	Primary Assembly	36199	na
scaffold276	unplaced-scaffold	na	na	JH470837.1	=	NW_005803677.1	Primary Assembly	36196	na
scaffold277	unplaced-scaffold	na	na	JH470838.1	=	NW_005803676.1	Primary Assembly	36098	na
scaffold278	unplaced-scaffold	na	na	JH470839.1	=	NW_005803675.1	Primary Assembly	36097	na
scaffold279	unplaced-scaffold	na	na	JH470840.1	=	NW_005803674.1	Primary Assembly	35982	na
scaffold280	unplaced-scaffold	na	na	JH470841.1	=	NW_005803673.1	Primary Assembly	35958	na
scaffold281	unplaced-scaffold	na	na	JH470842.1	=	NW_005803672.1	Primary Assembly	35852	na
scaffold282	unplaced-scaffold	na	na	JH470843.1	=	NW_005803671.1	Primary Assembly	35800	na
scaffold283	unplaced-scaffold	na	na	JH470844.1	=	NW_005803670.1	Primary Assembly	35605	na
scaffold284	unplaced-scaffold	na	na	JH470845.1	=	NW_005803669.1	Primary Assembly	35602	na
scaffold285	unplaced-scaffold	na	na	JH470846.1	=	NW_005803668.1	Primary Assembly	35578	na
scaffold286	unplaced-scaffold	na	na	JH470847.1	=	NW_005803667.1	Primary Assembly	35562	na
scaffold287	unplaced-scaffold	na	na	JH470848.1	=	NW_005803666.1	Primary Assembly	35427	na
scaffold288	unplaced-scaffold	na	na	JH470849.1	=	NW_005803665.1	Primary Assembly	35398	na
scaffold289	unplaced-scaffold	na	na	JH470850.1	=	NW_005803664.1	Primary Assembly	35270	na
scaffold290	unplaced-scaffold	na	na	JH470851.1	=	NW_005803663.1	Primary Assembly	35214	na
scaffold291	unplaced-scaffold	na	na	JH470852.1	=	NW_005803662.1	Primary Assembly	35157	na
scaffold292	unplaced-scaffold	na	na	JH470853.1	=	NW_005803661.1	Primary Assembly	35120	na
scaffold293	unplaced-scaffold	na	na	JH470854.1	=	NW_005803660.1	Primary Assembly	35076	na
scaffold294	unplaced-scaffold	na	na	JH470855.1	=	NW_005803659.1	Primary Assembly	35064	na
scaffold295	unplaced-scaffold	na	na	JH470856.1	=	NW_005803658.1	Primary Assembly	35021	na
scaffold296	unplaced-scaffold	na	na	JH470857.1	=	NW_005803657.1	Primary Assembly	34983	na
scaffold297	unplaced-scaffold	na	na	JH470858.1	=	NW_005803656.1	Primary Assembly	34948	na
scaffold298	unplaced-scaffold	na	na	JH470859.1	=	NW_005803655.1	Primary Assembly	34919	na
scaffold299	unplaced-scaffold	na	na	JH470860.1	=	NW_005803654.1	Primary Assembly	34681	na
scaffold300	unplaced-scaffold	na	na	JH470861.1	=	NW_005803653.1	Primary Assembly	34658	na
scaffold301	unplaced-scaffold	na	na	JH470862.1	=	NW_005803652.1	Primary Assembly	34639	na
scaffold302	unplaced-scaffold	na	na	JH470863.1	=	NW_005803651.1	Primary Assembly	34626	na
scaffold303	unplaced-scaffold	na	na	JH470864.1	=	NW_005803650.1	Primary Assembly	34586	na
scaffold304	unplaced-scaffold	na	na	JH470865.1	=	NW_005803649.1	Primary Assembly	34470	na
scaffold305	unplaced-scaffold	na	na	JH470866.1	=	NW_005803648.1	Primary Assembly	34280	na
scaffold306	unplaced-scaffold	na	na	JH470867.1	=	NW_005803647.1	Primary Assembly	34159	na
scaffold307	unplaced-scaffold	na	na	JH470868.1	=	NW_005803646.1	Primary Assembly	34099	na
scaffold308	unplaced-scaffold	na	na	JH470869.1	=	NW_005803645.1	Primary Assembly	34074	na
scaffold309	unplaced-scaffold	na	na	JH470870.1	=	NW_005803644.1	Primary Assembly	34009	na
scaffold310	unplaced-scaffold	na	na	JH470871.1	=	NW_005803643.1	Primary Assembly	33934	na
scaffold311	unplaced-scaffold	na	na	JH470872.1	=	NW_005803642.1	Primary Assembly	33906	na
scaffold312	unplaced-scaffold	na	na	JH470873.1	=	NW_005803641.1	Primary Assembly	33900	na
scaffold313	unplaced-scaffold	na	na	JH470874.1	=	NW_005803640.1	Primary Assembly	33682	na
scaffold314	unplaced-scaffold	na	na	JH470875.1	=	NW_005803639.1	Primary Assembly	33552	na
scaffold315	unplaced-scaffold	na	na	JH470876.1	=	NW_005803638.1	Primary Assembly	33436	na
scaffold316	unplaced-scaffold	na	na	JH470877.1	=	NW_005803637.1	Primary Assembly	33393	na
scaffold317	unplaced-scaffold	na	na	JH470878.1	=	NW_005803636.1	Primary Assembly	33326	na
scaffold318	unplaced-scaffold	na	na	JH470879.1	=	NW_005803635.1	Primary Assembly	33240	na
scaffold319	unplaced-scaffold	na	na	JH470880.1	=	NW_005803634.1	Primary Assembly	32945	na
scaffold320	unplaced-scaffold	na	na	JH470881.1	=	NW_005803633.1	Primary Assembly	32868	na
scaffold321	unplaced-scaffold	na	na	JH470882.1	=	NW_005803632.1	Primary Assembly	32859	na
scaffold322	unplaced-scaffold	na	na	JH470883.1	=	NW_005803631.1	Primary Assembly	32578	na
scaffold323	unplaced-scaffold	na	na	JH470884.1	=	NW_005803630.1	Primary Assembly	32510	na
scaffold324	unplaced-scaffold	na	na	JH470885.1	=	NW_005803629.1	Primary Assembly	32472	na
scaffold325	unplaced-scaffold	na	na	JH470886.1	=	NW_005803628.1	Primary Assembly	32425	na
scaffold326	unplaced-scaffold	na	na	JH470887.1	=	NW_005803627.1	Primary Assembly	32016	na
scaffold327	unplaced-scaffold	na	na	JH470888.1	=	NW_005803626.1	Primary Assembly	31733	na
scaffold328	unplaced-scaffold	na	na	JH470889.1	=	NW_005803625.1	Primary Assembly	31725	na
scaffold329	unplaced-scaffold	na	na	JH470890.1	=	NW_005803624.1	Primary Assembly	31721	na
scaffold330	unplaced-scaffold	na	na	JH470891.1	=	NW_005803623.1	Primary Assembly	31701	na
scaffold331	unplaced-scaffold	na	na	JH470892.1	=	NW_005803622.1	Primary Assembly	31649	na
scaffold332	unplaced-scaffold	na	na	JH470893.1	=	NW_005803621.1	Primary Assembly	31511	na
scaffold333	unplaced-scaffold	na	na	JH470894.1	=	NW_005803620.1	Primary Assembly	31492	na
scaffold334	unplaced-scaffold	na	na	JH470895.1	=	NW_005803619.1	Primary Assembly	31446	na
scaffold335	unplaced-scaffold	na	na	JH470896.1	=	NW_005803618.1	Primary Assembly	31410	na
scaffold336	unplaced-scaffold	na	na	JH470897.1	=	NW_005803617.1	Primary Assembly	31184	na
scaffold337	unplaced-scaffold	na	na	JH470898.1	=	NW_005803616.1	Primary Assembly	31172	na
scaffold338	unplaced-scaffold	na	na	JH470899.1	=	NW_005803615.1	Primary Assembly	31165	na
scaffold339	unplaced-scaffold	na	na	JH470900.1	=	NW_005803614.1	Primary Assembly	30941	na
scaffold340	unplaced-scaffold	na	na	JH470901.1	=	NW_005803613.1	Primary Assembly	30922	na
scaffold341	unplaced-scaffold	na	na	JH470902.1	=	NW_005803612.1	Primary Assembly	30917	na
scaffold342	unplaced-scaffold	na	na	JH470903.1	=	NW_005803611.1	Primary Assembly	30826	na
scaffold343	unplaced-scaffold	na	na	JH470904.1	=	NW_005803610.1	Primary Assembly	30804	na
scaffold344	unplaced-scaffold	na	na	JH470905.1	=	NW_005803609.1	Primary Assembly	30760	na
scaffold345	unplaced-scaffold	na	na	JH470906.1	=	NW_005803608.1	Primary Assembly	30754	na
scaffold346	unplaced-scaffold	na	na	JH470907.1	=	NW_005803607.1	Primary Assembly	30747	na
scaffold347	unplaced-scaffold	na	na	JH470908.1	=	NW_005803606.1	Primary Assembly	30674	na
scaffold348	unplaced-scaffold	na	na	JH470909.1	=	NW_005803605.1	Primary Assembly	30665	na
scaffold349	unplaced-scaffold	na	na	JH470910.1	=	NW_005803604.1	Primary Assembly	30510	na
scaffold350	unplaced-scaffold	na	na	JH470911.1	=	NW_005803603.1	Primary Assembly	30428	na
scaffold351	unplaced-scaffold	na	na	JH470912.1	=	NW_005803602.1	Primary Assembly	30422	na
scaffold352	unplaced-scaffold	na	na	JH470913.1	=	NW_005803601.1	Primary Assembly	30315	na
scaffold353	unplaced-scaffold	na	na	JH470914.1	=	NW_005803600.1	Primary Assembly	30287	na
scaffold354	unplaced-scaffold	na	na	JH470915.1	=	NW_005803599.1	Primary Assembly	30199	na
scaffold355	unplaced-scaffold	na	na	JH470916.1	=	NW_005803598.1	Primary Assembly	30091	na
scaffold356	unplaced-scaffold	na	na	JH470917.1	=	NW_005803597.1	Primary Assembly	30006	na
scaffold357	unplaced-scaffold	na	na	JH470918.1	=	NW_005803596.1	Primary Assembly	29968	na
scaffold358	unplaced-scaffold	na	na	JH470919.1	=	NW_005803595.1	Primary Assembly	29812	na
scaffold359	unplaced-scaffold	na	na	JH470920.1	=	NW_005803594.1	Primary Assembly	29799	na
scaffold360	unplaced-scaffold	na	na	JH470921.1	=	NW_005803593.1	Primary Assembly	29795	na
scaffold361	unplaced-scaffold	na	na	JH470922.1	=	NW_005803592.1	Primary Assembly	29675	na
scaffold362	unplaced-scaffold	na	na	JH470923.1	=	NW_005803591.1	Primary Assembly	29606	na
scaffold363	unplaced-scaffold	na	na	JH470924.1	=	NW_005803590.1	Primary Assembly	29577	na
scaffold364	unplaced-scaffold	na	na	JH470925.1	=	NW_005803589.1	Primary Assembly	29474	na
scaffold365	unplaced-scaffold	na	na	JH470926.1	=	NW_005803588.1	Primary Assembly	29462	na
scaffold366	unplaced-scaffold	na	na	JH470927.1	=	NW_005803587.1	Primary Assembly	29361	na
scaffold367	unplaced-scaffold	na	na	JH470928.1	=	NW_005803586.1	Primary Assembly	29312	na
scaffold368	unplaced-scaffold	na	na	JH470929.1	=	NW_005803585.1	Primary Assembly	29170	na
scaffold369	unplaced-scaffold	na	na	JH470930.1	=	NW_005803584.1	Primary Assembly	29107	na
scaffold370	unplaced-scaffold	na	na	JH470931.1	=	NW_005803583.1	Primary Assembly	29016	na
scaffold371	unplaced-scaffold	na	na	JH470932.1	=	NW_005803582.1	Primary Assembly	29013	na
scaffold372	unplaced-scaffold	na	na	JH470933.1	=	NW_005803581.1	Primary Assembly	28867	na
scaffold373	unplaced-scaffold	na	na	JH470934.1	=	NW_005803580.1	Primary Assembly	28768	na
scaffold374	unplaced-scaffold	na	na	JH470935.1	=	NW_005803579.1	Primary Assembly	28753	na
scaffold375	unplaced-scaffold	na	na	JH470936.1	=	NW_005803578.1	Primary Assembly	28663	na
scaffold376	unplaced-scaffold	na	na	JH470937.1	=	NW_005803577.1	Primary Assembly	28590	na
scaffold377	unplaced-scaffold	na	na	JH470938.1	=	NW_005803576.1	Primary Assembly	28531	na
scaffold378	unplaced-scaffold	na	na	JH470939.1	=	NW_005803575.1	Primary Assembly	28410	na
scaffold379	unplaced-scaffold	na	na	JH470940.1	=	NW_005803574.1	Primary Assembly	28388	na
scaffold380	unplaced-scaffold	na	na	JH470941.1	=	NW_005803573.1	Primary Assembly	28372	na
scaffold381	unplaced-scaffold	na	na	JH470942.1	=	NW_005803572.1	Primary Assembly	28262	na
scaffold382	unplaced-scaffold	na	na	JH470943.1	=	NW_005803571.1	Primary Assembly	28215	na
scaffold383	unplaced-scaffold	na	na	JH470944.1	=	NW_005803570.1	Primary Assembly	28044	na
scaffold384	unplaced-scaffold	na	na	JH470945.1	=	NW_005803569.1	Primary Assembly	28029	na
scaffold385	unplaced-scaffold	na	na	JH470946.1	=	NW_005803568.1	Primary Assembly	28025	na
scaffold386	unplaced-scaffold	na	na	JH470947.1	=	NW_005803567.1	Primary Assembly	28014	na
scaffold387	unplaced-scaffold	na	na	JH470948.1	=	NW_005803566.1	Primary Assembly	27972	na
scaffold388	unplaced-scaffold	na	na	JH470949.1	=	NW_005803565.1	Primary Assembly	27952	na
scaffold389	unplaced-scaffold	na	na	JH470950.1	=	NW_005803564.1	Primary Assembly	27893	na
scaffold390	unplaced-scaffold	na	na	JH470951.1	=	NW_005803563.1	Primary Assembly	27813	na
scaffold391	unplaced-scaffold	na	na	JH470952.1	=	NW_005803562.1	Primary Assembly	27802	na
scaffold392	unplaced-scaffold	na	na	JH470953.1	=	NW_005803561.1	Primary Assembly	27773	na
scaffold393	unplaced-scaffold	na	na	JH470954.1	=	NW_005803560.1	Primary Assembly	27717	na
scaffold394	unplaced-scaffold	na	na	JH470955.1	=	NW_005803559.1	Primary Assembly	27714	na
scaffold395	unplaced-scaffold	na	na	JH470956.1	=	NW_005803558.1	Primary Assembly	27682	na
scaffold396	unplaced-scaffold	na	na	JH470957.1	=	NW_005803557.1	Primary Assembly	27632	na
scaffold397	unplaced-scaffold	na	na	JH470958.1	=	NW_005803556.1	Primary Assembly	27325	na
scaffold398	unplaced-scaffold	na	na	JH470959.1	=	NW_005803555.1	Primary Assembly	27292	na
scaffold399	unplaced-scaffold	na	na	JH470960.1	=	NW_005803554.1	Primary Assembly	27267	na
scaffold400	unplaced-scaffold	na	na	JH470961.1	=	NW_005803553.1	Primary Assembly	27253	na
scaffold401	unplaced-scaffold	na	na	JH470962.1	=	NW_005803552.1	Primary Assembly	27243	na
scaffold402	unplaced-scaffold	na	na	JH470963.1	=	NW_005803551.1	Primary Assembly	27218	na
scaffold403	unplaced-scaffold	na	na	JH470964.1	=	NW_005803550.1	Primary Assembly	27183	na
scaffold404	unplaced-scaffold	na	na	JH470965.1	=	NW_005803549.1	Primary Assembly	27115	na
scaffold405	unplaced-scaffold	na	na	JH470966.1	=	NW_005803548.1	Primary Assembly	27058	na
scaffold406	unplaced-scaffold	na	na	JH470967.1	=	NW_005803547.1	Primary Assembly	27055	na
scaffold407	unplaced-scaffold	na	na	JH470968.1	=	NW_005803546.1	Primary Assembly	27028	na
scaffold408	unplaced-scaffold	na	na	JH470969.1	=	NW_005803545.1	Primary Assembly	26976	na
scaffold409	unplaced-scaffold	na	na	JH470970.1	=	NW_005803544.1	Primary Assembly	26867	na
scaffold410	unplaced-scaffold	na	na	JH470971.1	=	NW_005803543.1	Primary Assembly	26830	na
scaffold411	unplaced-scaffold	na	na	JH470972.1	=	NW_005803542.1	Primary Assembly	26786	na
scaffold412	unplaced-scaffold	na	na	JH470973.1	=	NW_005803541.1	Primary Assembly	26760	na
scaffold413	unplaced-scaffold	na	na	JH470974.1	=	NW_005803540.1	Primary Assembly	26697	na
scaffold414	unplaced-scaffold	na	na	JH470975.1	=	NW_005803539.1	Primary Assembly	26685	na
scaffold415	unplaced-scaffold	na	na	JH470976.1	=	NW_005803538.1	Primary Assembly	26565	na
scaffold416	unplaced-scaffold	na	na	JH470977.1	=	NW_005803537.1	Primary Assembly	26542	na
scaffold417	unplaced-scaffold	na	na	JH470978.1	=	NW_005803536.1	Primary Assembly	26531	na
scaffold418	unplaced-scaffold	na	na	JH470979.1	=	NW_005803535.1	Primary Assembly	26497	na
scaffold419	unplaced-scaffold	na	na	JH470980.1	=	NW_005803534.1	Primary Assembly	26427	na
scaffold420	unplaced-scaffold	na	na	JH470981.1	=	NW_005803533.1	Primary Assembly	26397	na
scaffold421	unplaced-scaffold	na	na	JH470982.1	=	NW_005803532.1	Primary Assembly	26326	na
scaffold422	unplaced-scaffold	na	na	JH470983.1	=	NW_005803531.1	Primary Assembly	26321	na
scaffold423	unplaced-scaffold	na	na	JH470984.1	=	NW_005803530.1	Primary Assembly	26313	na
scaffold424	unplaced-scaffold	na	na	JH470985.1	=	NW_005803529.1	Primary Assembly	26294	na
scaffold425	unplaced-scaffold	na	na	JH470986.1	=	NW_005803528.1	Primary Assembly	26240	na
scaffold426	unplaced-scaffold	na	na	JH470987.1	=	NW_005803527.1	Primary Assembly	26014	na
scaffold427	unplaced-scaffold	na	na	JH470988.1	=	NW_005803526.1	Primary Assembly	26012	na
scaffold428	unplaced-scaffold	na	na	JH470989.1	=	NW_005803525.1	Primary Assembly	25941	na
scaffold429	unplaced-scaffold	na	na	JH470990.1	=	NW_005803524.1	Primary Assembly	25932	na
scaffold430	unplaced-scaffold	na	na	JH470991.1	=	NW_005803523.1	Primary Assembly	25913	na
scaffold431	unplaced-scaffold	na	na	JH470992.1	=	NW_005803522.1	Primary Assembly	25909	na
scaffold432	unplaced-scaffold	na	na	JH470993.1	=	NW_005803521.1	Primary Assembly	25903	na
scaffold433	unplaced-scaffold	na	na	JH470994.1	=	NW_005803520.1	Primary Assembly	25862	na
scaffold434	unplaced-scaffold	na	na	JH470995.1	=	NW_005803519.1	Primary Assembly	25798	na
scaffold435	unplaced-scaffold	na	na	JH470996.1	=	NW_005803518.1	Primary Assembly	25688	na
scaffold436	unplaced-scaffold	na	na	JH470997.1	=	NW_005803517.1	Primary Assembly	25419	na
scaffold437	unplaced-scaffold	na	na	JH470998.1	=	NW_005803516.1	Primary Assembly	25409	na
scaffold438	unplaced-scaffold	na	na	JH470999.1	=	NW_005803515.1	Primary Assembly	25402	na
scaffold439	unplaced-scaffold	na	na	JH471000.1	=	NW_005803514.1	Primary Assembly	25397	na
scaffold440	unplaced-scaffold	na	na	JH471001.1	=	NW_005803513.1	Primary Assembly	25346	na
scaffold441	unplaced-scaffold	na	na	JH471002.1	=	NW_005803512.1	Primary Assembly	25273	na
scaffold442	unplaced-scaffold	na	na	JH471003.1	=	NW_005803511.1	Primary Assembly	25186	na
scaffold443	unplaced-scaffold	na	na	JH471004.1	=	NW_005803510.1	Primary Assembly	25111	na
scaffold444	unplaced-scaffold	na	na	JH471005.1	=	NW_005803509.1	Primary Assembly	25071	na
scaffold445	unplaced-scaffold	na	na	JH471006.1	=	NW_005803508.1	Primary Assembly	25005	na
scaffold446	unplaced-scaffold	na	na	JH471007.1	=	NW_005803507.1	Primary Assembly	25004	na
scaffold447	unplaced-scaffold	na	na	JH471008.1	=	NW_005803506.1	Primary Assembly	25001	na
scaffold448	unplaced-scaffold	na	na	JH471009.1	=	NW_005803505.1	Primary Assembly	24898	na
scaffold449	unplaced-scaffold	na	na	JH471010.1	=	NW_005803504.1	Primary Assembly	24834	na
scaffold450	unplaced-scaffold	na	na	JH471011.1	=	NW_005803503.1	Primary Assembly	24715	na
scaffold451	unplaced-scaffold	na	na	JH471012.1	=	NW_005803502.1	Primary Assembly	24709	na
scaffold452	unplaced-scaffold	na	na	JH471013.1	=	NW_005803501.1	Primary Assembly	24681	na
scaffold453	unplaced-scaffold	na	na	JH471014.1	=	NW_005803500.1	Primary Assembly	24630	na
scaffold454	unplaced-scaffold	na	na	JH471015.1	=	NW_005803499.1	Primary Assembly	24610	na
scaffold455	unplaced-scaffold	na	na	JH471016.1	=	NW_005803498.1	Primary Assembly	24576	na
scaffold456	unplaced-scaffold	na	na	JH471017.1	=	NW_005803497.1	Primary Assembly	24468	na
scaffold457	unplaced-scaffold	na	na	JH471018.1	=	NW_005803496.1	Primary Assembly	24458	na
scaffold458	unplaced-scaffold	na	na	JH471019.1	=	NW_005803495.1	Primary Assembly	24395	na
scaffold459	unplaced-scaffold	na	na	JH471020.1	=	NW_005803494.1	Primary Assembly	24387	na
scaffold460	unplaced-scaffold	na	na	JH471021.1	=	NW_005803493.1	Primary Assembly	24263	na
scaffold461	unplaced-scaffold	na	na	JH471022.1	=	NW_005803492.1	Primary Assembly	24263	na
scaffold462	unplaced-scaffold	na	na	JH471023.1	=	NW_005803491.1	Primary Assembly	24168	na
scaffold463	unplaced-scaffold	na	na	JH471024.1	=	NW_005803490.1	Primary Assembly	24110	na
scaffold464	unplaced-scaffold	na	na	JH471025.1	=	NW_005803489.1	Primary Assembly	24072	na
scaffold465	unplaced-scaffold	na	na	JH471026.1	=	NW_005803488.1	Primary Assembly	24055	na
scaffold466	unplaced-scaffold	na	na	JH471027.1	=	NW_005803487.1	Primary Assembly	23948	na
scaffold467	unplaced-scaffold	na	na	JH471028.1	=	NW_005803486.1	Primary Assembly	23909	na
scaffold468	unplaced-scaffold	na	na	JH471029.1	=	NW_005803485.1	Primary Assembly	23904	na
scaffold469	unplaced-scaffold	na	na	JH471030.1	=	NW_005803484.1	Primary Assembly	23903	na
scaffold470	unplaced-scaffold	na	na	JH471031.1	=	NW_005803483.1	Primary Assembly	23794	na
scaffold471	unplaced-scaffold	na	na	JH471032.1	=	NW_005803482.1	Primary Assembly	23776	na
scaffold472	unplaced-scaffold	na	na	JH471033.1	=	NW_005803481.1	Primary Assembly	23628	na
scaffold473	unplaced-scaffold	na	na	JH471034.1	=	NW_005803480.1	Primary Assembly	23578	na
scaffold474	unplaced-scaffold	na	na	JH471035.1	=	NW_005803479.1	Primary Assembly	23470	na
scaffold475	unplaced-scaffold	na	na	JH471036.1	=	NW_005803478.1	Primary Assembly	23401	na
scaffold476	unplaced-scaffold	na	na	JH471037.1	=	NW_005803477.1	Primary Assembly	23353	na
scaffold477	unplaced-scaffold	na	na	JH471038.1	=	NW_005803476.1	Primary Assembly	23282	na
scaffold478	unplaced-scaffold	na	na	JH471039.1	=	NW_005803475.1	Primary Assembly	23257	na
scaffold479	unplaced-scaffold	na	na	JH471040.1	=	NW_005803474.1	Primary Assembly	23255	na
scaffold480	unplaced-scaffold	na	na	JH471041.1	=	NW_005803473.1	Primary Assembly	23134	na
scaffold481	unplaced-scaffold	na	na	JH471042.1	=	NW_005803472.1	Primary Assembly	23098	na
scaffold482	unplaced-scaffold	na	na	JH471043.1	=	NW_005803471.1	Primary Assembly	23083	na
scaffold483	unplaced-scaffold	na	na	JH471044.1	=	NW_005803470.1	Primary Assembly	23043	na
scaffold484	unplaced-scaffold	na	na	JH471045.1	=	NW_005803469.1	Primary Assembly	23041	na
scaffold485	unplaced-scaffold	na	na	JH471046.1	=	NW_005803468.1	Primary Assembly	22942	na
scaffold486	unplaced-scaffold	na	na	JH471047.1	=	NW_005803467.1	Primary Assembly	22809	na
scaffold487	unplaced-scaffold	na	na	JH471048.1	=	NW_005803466.1	Primary Assembly	22780	na
scaffold488	unplaced-scaffold	na	na	JH471049.1	=	NW_005803465.1	Primary Assembly	22768	na
scaffold489	unplaced-scaffold	na	na	JH471050.1	=	NW_005803464.1	Primary Assembly	22747	na
scaffold490	unplaced-scaffold	na	na	JH471051.1	=	NW_005803463.1	Primary Assembly	22731	na
scaffold491	unplaced-scaffold	na	na	JH471052.1	=	NW_005803462.1	Primary Assembly	22716	na
scaffold492	unplaced-scaffold	na	na	JH471053.1	=	NW_005803461.1	Primary Assembly	22640	na
scaffold493	unplaced-scaffold	na	na	JH471054.1	=	NW_005803460.1	Primary Assembly	22551	na
scaffold494	unplaced-scaffold	na	na	JH471055.1	=	NW_005803459.1	Primary Assembly	22546	na
scaffold495	unplaced-scaffold	na	na	JH471056.1	=	NW_005803458.1	Primary Assembly	22482	na
scaffold496	unplaced-scaffold	na	na	JH471057.1	=	NW_005803457.1	Primary Assembly	22473	na
scaffold497	unplaced-scaffold	na	na	JH471058.1	=	NW_005803456.1	Primary Assembly	22443	na
scaffold498	unplaced-scaffold	na	na	JH471059.1	=	NW_005803455.1	Primary Assembly	22306	na
scaffold499	unplaced-scaffold	na	na	JH471060.1	=	NW_005803454.1	Primary Assembly	22303	na
scaffold500	unplaced-scaffold	na	na	JH471061.1	=	NW_005803453.1	Primary Assembly	22294	na
scaffold501	unplaced-scaffold	na	na	JH471062.1	=	NW_005803452.1	Primary Assembly	22259	na
scaffold502	unplaced-scaffold	na	na	JH471063.1	=	NW_005803451.1	Primary Assembly	22195	na
scaffold503	unplaced-scaffold	na	na	JH471064.1	=	NW_005803450.1	Primary Assembly	22151	na
scaffold504	unplaced-scaffold	na	na	JH471065.1	=	NW_005803449.1	Primary Assembly	22129	na
scaffold505	unplaced-scaffold	na	na	JH471066.1	=	NW_005803448.1	Primary Assembly	22124	na
scaffold506	unplaced-scaffold	na	na	JH471067.1	=	NW_005803447.1	Primary Assembly	22085	na
scaffold507	unplaced-scaffold	na	na	JH471068.1	=	NW_005803446.1	Primary Assembly	22010	na
scaffold508	unplaced-scaffold	na	na	JH471069.1	=	NW_005803445.1	Primary Assembly	21936	na
scaffold509	unplaced-scaffold	na	na	JH471070.1	=	NW_005803444.1	Primary Assembly	21913	na
scaffold510	unplaced-scaffold	na	na	JH471071.1	=	NW_005803443.1	Primary Assembly	21905	na
scaffold511	unplaced-scaffold	na	na	JH471072.1	=	NW_005803442.1	Primary Assembly	21847	na
scaffold512	unplaced-scaffold	na	na	JH471073.1	=	NW_005803441.1	Primary Assembly	21844	na
