# Assembly name:  Dunsal1 v. 2
# Organism name:  Dunaliella salina (green algae)
# Infraspecific name:  strain=CCAP 19/18
# Taxid:          3046
# BioSample:      SAMN02746051
# BioProject:     PRJNA32771
# Submitter:      JGI
# Date:           2020-07-10
# Assembly type:  haploid
# Release type:   major
# Assembly level: Scaffold
# Genome representation: full
# WGS project:    NSFN02
# Assembly method: AllPaths-LG v. r52488
# Expected final version: no
# Genome coverage: 89.6x
# Sequencing technology: Illumina; Sanger
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_002284615.2
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_002284625.2		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
DUNSAscaffold_885	unplaced-scaffold	na	na	MU070320.1	<>	na	Primary Assembly	106385	na
DUNSAscaffold_886	unplaced-scaffold	na	na	MU070321.1	<>	na	Primary Assembly	106263	na
DUNSAscaffold_887	unplaced-scaffold	na	na	MU070322.1	<>	na	Primary Assembly	105982	na
DUNSAscaffold_888	unplaced-scaffold	na	na	MU070323.1	<>	na	Primary Assembly	105780	na
DUNSAscaffold_889	unplaced-scaffold	na	na	MU070324.1	<>	na	Primary Assembly	105492	na
DUNSAscaffold_890	unplaced-scaffold	na	na	MU070325.1	<>	na	Primary Assembly	104839	na
DUNSAscaffold_891	unplaced-scaffold	na	na	MU070326.1	<>	na	Primary Assembly	104825	na
DUNSAscaffold_892	unplaced-scaffold	na	na	MU070327.1	<>	na	Primary Assembly	104632	na
DUNSAscaffold_893	unplaced-scaffold	na	na	MU070328.1	<>	na	Primary Assembly	104162	na
DUNSAscaffold_894	unplaced-scaffold	na	na	MU070329.1	<>	na	Primary Assembly	103938	na
DUNSAscaffold_895	unplaced-scaffold	na	na	MU070330.1	<>	na	Primary Assembly	103501	na
DUNSAscaffold_896	unplaced-scaffold	na	na	MU070331.1	<>	na	Primary Assembly	103322	na
DUNSAscaffold_897	unplaced-scaffold	na	na	MU070332.1	<>	na	Primary Assembly	103267	na
DUNSAscaffold_898	unplaced-scaffold	na	na	MU070333.1	<>	na	Primary Assembly	102906	na
DUNSAscaffold_899	unplaced-scaffold	na	na	MU070334.1	<>	na	Primary Assembly	102385	na
DUNSAscaffold_900	unplaced-scaffold	na	na	MU070335.1	<>	na	Primary Assembly	102181	na
DUNSAscaffold_901	unplaced-scaffold	na	na	MU070336.1	<>	na	Primary Assembly	101759	na
DUNSAscaffold_902	unplaced-scaffold	na	na	MU070337.1	<>	na	Primary Assembly	101662	na
DUNSAscaffold_903	unplaced-scaffold	na	na	MU070338.1	<>	na	Primary Assembly	101330	na
DUNSAscaffold_904	unplaced-scaffold	na	na	MU070339.1	<>	na	Primary Assembly	101159	na
DUNSAscaffold_905	unplaced-scaffold	na	na	MU070340.1	<>	na	Primary Assembly	101120	na
DUNSAscaffold_906	unplaced-scaffold	na	na	MU070341.1	<>	na	Primary Assembly	101120	na
DUNSAscaffold_907	unplaced-scaffold	na	na	MU070342.1	<>	na	Primary Assembly	101067	na
DUNSAscaffold_908	unplaced-scaffold	na	na	MU070343.1	<>	na	Primary Assembly	100896	na
DUNSAscaffold_909	unplaced-scaffold	na	na	MU070344.1	<>	na	Primary Assembly	100873	na
DUNSAscaffold_910	unplaced-scaffold	na	na	MU070345.1	<>	na	Primary Assembly	100841	na
DUNSAscaffold_911	unplaced-scaffold	na	na	MU070346.1	<>	na	Primary Assembly	100688	na
DUNSAscaffold_912	unplaced-scaffold	na	na	MU070347.1	<>	na	Primary Assembly	100347	na
DUNSAscaffold_913	unplaced-scaffold	na	na	MU070348.1	<>	na	Primary Assembly	100299	na
DUNSAscaffold_914	unplaced-scaffold	na	na	MU070349.1	<>	na	Primary Assembly	100054	na
DUNSAscaffold_915	unplaced-scaffold	na	na	MU070350.1	<>	na	Primary Assembly	99728	na
DUNSAscaffold_916	unplaced-scaffold	na	na	MU070351.1	<>	na	Primary Assembly	99678	na
DUNSAscaffold_917	unplaced-scaffold	na	na	MU070352.1	<>	na	Primary Assembly	99483	na
DUNSAscaffold_918	unplaced-scaffold	na	na	MU070353.1	<>	na	Primary Assembly	99475	na
DUNSAscaffold_919	unplaced-scaffold	na	na	MU070354.1	<>	na	Primary Assembly	99474	na
DUNSAscaffold_920	unplaced-scaffold	na	na	MU070355.1	<>	na	Primary Assembly	99177	na
DUNSAscaffold_921	unplaced-scaffold	na	na	MU070356.1	<>	na	Primary Assembly	99170	na
DUNSAscaffold_922	unplaced-scaffold	na	na	MU070357.1	<>	na	Primary Assembly	99015	na
DUNSAscaffold_923	unplaced-scaffold	na	na	MU070358.1	<>	na	Primary Assembly	98993	na
DUNSAscaffold_924	unplaced-scaffold	na	na	MU070359.1	<>	na	Primary Assembly	98526	na
DUNSAscaffold_925	unplaced-scaffold	na	na	MU070360.1	<>	na	Primary Assembly	98376	na
DUNSAscaffold_926	unplaced-scaffold	na	na	MU070361.1	<>	na	Primary Assembly	98327	na
DUNSAscaffold_927	unplaced-scaffold	na	na	MU070362.1	<>	na	Primary Assembly	98272	na
DUNSAscaffold_928	unplaced-scaffold	na	na	MU070363.1	<>	na	Primary Assembly	97900	na
DUNSAscaffold_929	unplaced-scaffold	na	na	MU070364.1	<>	na	Primary Assembly	97833	na
DUNSAscaffold_930	unplaced-scaffold	na	na	MU070365.1	<>	na	Primary Assembly	97678	na
DUNSAscaffold_931	unplaced-scaffold	na	na	MU070366.1	<>	na	Primary Assembly	97144	na
DUNSAscaffold_932	unplaced-scaffold	na	na	MU070367.1	<>	na	Primary Assembly	97102	na
DUNSAscaffold_933	unplaced-scaffold	na	na	MU070368.1	<>	na	Primary Assembly	97101	na
DUNSAscaffold_934	unplaced-scaffold	na	na	MU070369.1	<>	na	Primary Assembly	97086	na
DUNSAscaffold_935	unplaced-scaffold	na	na	MU070370.1	<>	na	Primary Assembly	97023	na
DUNSAscaffold_936	unplaced-scaffold	na	na	MU070371.1	<>	na	Primary Assembly	96953	na
DUNSAscaffold_937	unplaced-scaffold	na	na	MU070372.1	<>	na	Primary Assembly	96374	na
DUNSAscaffold_938	unplaced-scaffold	na	na	MU070373.1	<>	na	Primary Assembly	96272	na
DUNSAscaffold_939	unplaced-scaffold	na	na	MU070374.1	<>	na	Primary Assembly	96133	na
DUNSAscaffold_940	unplaced-scaffold	na	na	MU070375.1	<>	na	Primary Assembly	95785	na
DUNSAscaffold_941	unplaced-scaffold	na	na	MU070376.1	<>	na	Primary Assembly	95515	na
DUNSAscaffold_942	unplaced-scaffold	na	na	MU070377.1	<>	na	Primary Assembly	95227	na
DUNSAscaffold_943	unplaced-scaffold	na	na	MU070378.1	<>	na	Primary Assembly	94971	na
DUNSAscaffold_944	unplaced-scaffold	na	na	MU070379.1	<>	na	Primary Assembly	94666	na
DUNSAscaffold_945	unplaced-scaffold	na	na	MU070380.1	<>	na	Primary Assembly	94100	na
DUNSAscaffold_946	unplaced-scaffold	na	na	MU070381.1	<>	na	Primary Assembly	94043	na
DUNSAscaffold_947	unplaced-scaffold	na	na	MU070382.1	<>	na	Primary Assembly	93992	na
DUNSAscaffold_948	unplaced-scaffold	na	na	MU070383.1	<>	na	Primary Assembly	93253	na
DUNSAscaffold_949	unplaced-scaffold	na	na	MU070384.1	<>	na	Primary Assembly	93169	na
DUNSAscaffold_950	unplaced-scaffold	na	na	MU070385.1	<>	na	Primary Assembly	92888	na
DUNSAscaffold_951	unplaced-scaffold	na	na	MU070386.1	<>	na	Primary Assembly	92685	na
DUNSAscaffold_952	unplaced-scaffold	na	na	MU070387.1	<>	na	Primary Assembly	92575	na
DUNSAscaffold_953	unplaced-scaffold	na	na	MU070388.1	<>	na	Primary Assembly	92512	na
DUNSAscaffold_954	unplaced-scaffold	na	na	MU070389.1	<>	na	Primary Assembly	91475	na
DUNSAscaffold_955	unplaced-scaffold	na	na	MU070390.1	<>	na	Primary Assembly	91422	na
DUNSAscaffold_956	unplaced-scaffold	na	na	MU070391.1	<>	na	Primary Assembly	91373	na
DUNSAscaffold_957	unplaced-scaffold	na	na	MU070392.1	<>	na	Primary Assembly	91157	na
DUNSAscaffold_958	unplaced-scaffold	na	na	MU070393.1	<>	na	Primary Assembly	91011	na
DUNSAscaffold_959	unplaced-scaffold	na	na	MU070394.1	<>	na	Primary Assembly	90955	na
DUNSAscaffold_960	unplaced-scaffold	na	na	MU070395.1	<>	na	Primary Assembly	90887	na
DUNSAscaffold_961	unplaced-scaffold	na	na	MU070396.1	<>	na	Primary Assembly	90881	na
DUNSAscaffold_962	unplaced-scaffold	na	na	MU070397.1	<>	na	Primary Assembly	90809	na
DUNSAscaffold_963	unplaced-scaffold	na	na	MU070398.1	<>	na	Primary Assembly	90428	na
DUNSAscaffold_964	unplaced-scaffold	na	na	MU070399.1	<>	na	Primary Assembly	90296	na
DUNSAscaffold_965	unplaced-scaffold	na	na	MU070400.1	<>	na	Primary Assembly	89093	na
DUNSAscaffold_966	unplaced-scaffold	na	na	MU070401.1	<>	na	Primary Assembly	89085	na
DUNSAscaffold_967	unplaced-scaffold	na	na	MU070402.1	<>	na	Primary Assembly	88872	na
DUNSAscaffold_968	unplaced-scaffold	na	na	MU070403.1	<>	na	Primary Assembly	88638	na
DUNSAscaffold_969	unplaced-scaffold	na	na	MU070404.1	<>	na	Primary Assembly	88428	na
DUNSAscaffold_970	unplaced-scaffold	na	na	MU070405.1	<>	na	Primary Assembly	88325	na
DUNSAscaffold_971	unplaced-scaffold	na	na	MU070406.1	<>	na	Primary Assembly	88215	na
DUNSAscaffold_972	unplaced-scaffold	na	na	MU070407.1	<>	na	Primary Assembly	87866	na
DUNSAscaffold_973	unplaced-scaffold	na	na	MU070408.1	<>	na	Primary Assembly	87730	na
DUNSAscaffold_974	unplaced-scaffold	na	na	MU070409.1	<>	na	Primary Assembly	87670	na
DUNSAscaffold_975	unplaced-scaffold	na	na	MU070410.1	<>	na	Primary Assembly	87464	na
DUNSAscaffold_976	unplaced-scaffold	na	na	MU070411.1	<>	na	Primary Assembly	87244	na
DUNSAscaffold_977	unplaced-scaffold	na	na	MU070412.1	<>	na	Primary Assembly	86987	na
DUNSAscaffold_978	unplaced-scaffold	na	na	MU070413.1	<>	na	Primary Assembly	86808	na
DUNSAscaffold_979	unplaced-scaffold	na	na	MU070414.1	<>	na	Primary Assembly	86431	na
DUNSAscaffold_980	unplaced-scaffold	na	na	MU070415.1	<>	na	Primary Assembly	86301	na
DUNSAscaffold_981	unplaced-scaffold	na	na	MU070416.1	<>	na	Primary Assembly	86015	na
DUNSAscaffold_982	unplaced-scaffold	na	na	MU070417.1	<>	na	Primary Assembly	85532	na
DUNSAscaffold_983	unplaced-scaffold	na	na	MU070418.1	<>	na	Primary Assembly	85464	na
DUNSAscaffold_984	unplaced-scaffold	na	na	MU070419.1	<>	na	Primary Assembly	85424	na
DUNSAscaffold_985	unplaced-scaffold	na	na	MU070420.1	<>	na	Primary Assembly	85423	na
DUNSAscaffold_986	unplaced-scaffold	na	na	MU070421.1	<>	na	Primary Assembly	85237	na
DUNSAscaffold_987	unplaced-scaffold	na	na	MU070422.1	<>	na	Primary Assembly	85187	na
DUNSAscaffold_988	unplaced-scaffold	na	na	MU070423.1	<>	na	Primary Assembly	84796	na
DUNSAscaffold_989	unplaced-scaffold	na	na	MU070424.1	<>	na	Primary Assembly	84137	na
DUNSAscaffold_990	unplaced-scaffold	na	na	MU070425.1	<>	na	Primary Assembly	84111	na
DUNSAscaffold_991	unplaced-scaffold	na	na	MU070426.1	<>	na	Primary Assembly	83950	na
DUNSAscaffold_992	unplaced-scaffold	na	na	MU070427.1	<>	na	Primary Assembly	83851	na
DUNSAscaffold_993	unplaced-scaffold	na	na	MU070428.1	<>	na	Primary Assembly	83850	na
DUNSAscaffold_994	unplaced-scaffold	na	na	MU070429.1	<>	na	Primary Assembly	83821	na
DUNSAscaffold_995	unplaced-scaffold	na	na	MU070430.1	<>	na	Primary Assembly	83703	na
DUNSAscaffold_996	unplaced-scaffold	na	na	MU070431.1	<>	na	Primary Assembly	83682	na
DUNSAscaffold_997	unplaced-scaffold	na	na	MU070432.1	<>	na	Primary Assembly	83572	na
DUNSAscaffold_998	unplaced-scaffold	na	na	MU070433.1	<>	na	Primary Assembly	83399	na
DUNSAscaffold_999	unplaced-scaffold	na	na	MU070434.1	<>	na	Primary Assembly	83357	na
DUNSAscaffold_1000	unplaced-scaffold	na	na	MU070435.1	<>	na	Primary Assembly	83215	na
DUNSAscaffold_1001	unplaced-scaffold	na	na	MU070436.1	<>	na	Primary Assembly	83134	na
DUNSAscaffold_1002	unplaced-scaffold	na	na	MU070437.1	<>	na	Primary Assembly	82517	na
DUNSAscaffold_1003	unplaced-scaffold	na	na	MU070438.1	<>	na	Primary Assembly	82407	na
DUNSAscaffold_1004	unplaced-scaffold	na	na	MU070439.1	<>	na	Primary Assembly	82213	na
DUNSAscaffold_1005	unplaced-scaffold	na	na	MU070440.1	<>	na	Primary Assembly	82040	na
DUNSAscaffold_1006	unplaced-scaffold	na	na	MU070441.1	<>	na	Primary Assembly	81520	na
DUNSAscaffold_1007	unplaced-scaffold	na	na	MU070442.1	<>	na	Primary Assembly	81435	na
DUNSAscaffold_1008	unplaced-scaffold	na	na	MU070443.1	<>	na	Primary Assembly	81194	na
DUNSAscaffold_1009	unplaced-scaffold	na	na	MU070444.1	<>	na	Primary Assembly	81125	na
DUNSAscaffold_1010	unplaced-scaffold	na	na	MU070445.1	<>	na	Primary Assembly	80879	na
DUNSAscaffold_1011	unplaced-scaffold	na	na	MU070446.1	<>	na	Primary Assembly	80720	na
DUNSAscaffold_1012	unplaced-scaffold	na	na	MU070447.1	<>	na	Primary Assembly	80572	na
DUNSAscaffold_1013	unplaced-scaffold	na	na	MU070448.1	<>	na	Primary Assembly	80266	na
DUNSAscaffold_1014	unplaced-scaffold	na	na	MU070449.1	<>	na	Primary Assembly	80008	na
DUNSAscaffold_1015	unplaced-scaffold	na	na	MU070450.1	<>	na	Primary Assembly	79785	na
DUNSAscaffold_1016	unplaced-scaffold	na	na	MU070451.1	<>	na	Primary Assembly	79682	na
DUNSAscaffold_1017	unplaced-scaffold	na	na	MU070452.1	<>	na	Primary Assembly	79624	na
DUNSAscaffold_1018	unplaced-scaffold	na	na	MU070453.1	<>	na	Primary Assembly	79590	na
DUNSAscaffold_1019	unplaced-scaffold	na	na	MU070454.1	<>	na	Primary Assembly	79337	na
DUNSAscaffold_1020	unplaced-scaffold	na	na	MU070455.1	<>	na	Primary Assembly	79311	na
DUNSAscaffold_1021	unplaced-scaffold	na	na	MU070456.1	<>	na	Primary Assembly	79243	na
DUNSAscaffold_1022	unplaced-scaffold	na	na	MU070457.1	<>	na	Primary Assembly	79119	na
DUNSAscaffold_1023	unplaced-scaffold	na	na	MU070458.1	<>	na	Primary Assembly	79014	na
DUNSAscaffold_1024	unplaced-scaffold	na	na	MU070459.1	<>	na	Primary Assembly	78883	na
DUNSAscaffold_1025	unplaced-scaffold	na	na	MU070460.1	<>	na	Primary Assembly	78768	na
DUNSAscaffold_1026	unplaced-scaffold	na	na	MU070461.1	<>	na	Primary Assembly	78708	na
DUNSAscaffold_1027	unplaced-scaffold	na	na	MU070462.1	<>	na	Primary Assembly	78472	na
DUNSAscaffold_1028	unplaced-scaffold	na	na	MU070463.1	<>	na	Primary Assembly	78403	na
DUNSAscaffold_1029	unplaced-scaffold	na	na	MU070464.1	<>	na	Primary Assembly	78046	na
DUNSAscaffold_1030	unplaced-scaffold	na	na	MU070465.1	<>	na	Primary Assembly	77675	na
DUNSAscaffold_1031	unplaced-scaffold	na	na	MU070466.1	<>	na	Primary Assembly	77516	na
DUNSAscaffold_1032	unplaced-scaffold	na	na	MU070467.1	<>	na	Primary Assembly	77487	na
DUNSAscaffold_1033	unplaced-scaffold	na	na	MU070468.1	<>	na	Primary Assembly	77446	na
DUNSAscaffold_1034	unplaced-scaffold	na	na	MU070469.1	<>	na	Primary Assembly	77445	na
DUNSAscaffold_1035	unplaced-scaffold	na	na	MU070470.1	<>	na	Primary Assembly	77408	na
DUNSAscaffold_1036	unplaced-scaffold	na	na	MU070471.1	<>	na	Primary Assembly	77330	na
DUNSAscaffold_1037	unplaced-scaffold	na	na	MU070472.1	<>	na	Primary Assembly	77296	na
DUNSAscaffold_1038	unplaced-scaffold	na	na	MU070473.1	<>	na	Primary Assembly	77010	na
DUNSAscaffold_1039	unplaced-scaffold	na	na	MU070474.1	<>	na	Primary Assembly	76984	na
DUNSAscaffold_1040	unplaced-scaffold	na	na	MU070475.1	<>	na	Primary Assembly	76918	na
DUNSAscaffold_1041	unplaced-scaffold	na	na	MU070476.1	<>	na	Primary Assembly	76763	na
DUNSAscaffold_1042	unplaced-scaffold	na	na	MU070477.1	<>	na	Primary Assembly	76568	na
DUNSAscaffold_1043	unplaced-scaffold	na	na	MU070478.1	<>	na	Primary Assembly	76470	na
DUNSAscaffold_1044	unplaced-scaffold	na	na	MU070479.1	<>	na	Primary Assembly	76445	na
DUNSAscaffold_1045	unplaced-scaffold	na	na	MU070480.1	<>	na	Primary Assembly	76435	na
DUNSAscaffold_1046	unplaced-scaffold	na	na	MU070481.1	<>	na	Primary Assembly	76350	na
DUNSAscaffold_1047	unplaced-scaffold	na	na	MU070482.1	<>	na	Primary Assembly	76338	na
DUNSAscaffold_1048	unplaced-scaffold	na	na	MU070483.1	<>	na	Primary Assembly	76227	na
DUNSAscaffold_1049	unplaced-scaffold	na	na	MU070484.1	<>	na	Primary Assembly	76155	na
DUNSAscaffold_1050	unplaced-scaffold	na	na	MU070485.1	<>	na	Primary Assembly	76108	na
DUNSAscaffold_1051	unplaced-scaffold	na	na	MU070486.1	<>	na	Primary Assembly	76100	na
DUNSAscaffold_1052	unplaced-scaffold	na	na	MU070487.1	<>	na	Primary Assembly	75985	na
DUNSAscaffold_1053	unplaced-scaffold	na	na	MU070488.1	<>	na	Primary Assembly	75928	na
DUNSAscaffold_1054	unplaced-scaffold	na	na	MU070489.1	<>	na	Primary Assembly	75386	na
DUNSAscaffold_1055	unplaced-scaffold	na	na	MU070490.1	<>	na	Primary Assembly	74891	na
DUNSAscaffold_1056	unplaced-scaffold	na	na	MU070491.1	<>	na	Primary Assembly	74712	na
DUNSAscaffold_1057	unplaced-scaffold	na	na	MU070492.1	<>	na	Primary Assembly	74509	na
DUNSAscaffold_1058	unplaced-scaffold	na	na	MU070493.1	<>	na	Primary Assembly	74196	na
DUNSAscaffold_1059	unplaced-scaffold	na	na	MU070494.1	<>	na	Primary Assembly	73900	na
DUNSAscaffold_1060	unplaced-scaffold	na	na	MU070495.1	<>	na	Primary Assembly	73688	na
DUNSAscaffold_1061	unplaced-scaffold	na	na	MU070496.1	<>	na	Primary Assembly	73558	na
DUNSAscaffold_1062	unplaced-scaffold	na	na	MU070497.1	<>	na	Primary Assembly	73546	na
DUNSAscaffold_1063	unplaced-scaffold	na	na	MU070498.1	<>	na	Primary Assembly	73404	na
DUNSAscaffold_1064	unplaced-scaffold	na	na	MU070499.1	<>	na	Primary Assembly	73352	na
DUNSAscaffold_1065	unplaced-scaffold	na	na	MU070500.1	<>	na	Primary Assembly	72927	na
DUNSAscaffold_1066	unplaced-scaffold	na	na	MU070501.1	<>	na	Primary Assembly	72794	na
DUNSAscaffold_1067	unplaced-scaffold	na	na	MU070502.1	<>	na	Primary Assembly	72725	na
DUNSAscaffold_1068	unplaced-scaffold	na	na	MU070503.1	<>	na	Primary Assembly	72722	na
DUNSAscaffold_1069	unplaced-scaffold	na	na	MU070504.1	<>	na	Primary Assembly	72702	na
DUNSAscaffold_1070	unplaced-scaffold	na	na	MU070505.1	<>	na	Primary Assembly	72550	na
DUNSAscaffold_1071	unplaced-scaffold	na	na	MU070506.1	<>	na	Primary Assembly	72540	na
DUNSAscaffold_1072	unplaced-scaffold	na	na	MU070507.1	<>	na	Primary Assembly	72521	na
DUNSAscaffold_1073	unplaced-scaffold	na	na	MU070508.1	<>	na	Primary Assembly	72499	na
DUNSAscaffold_1074	unplaced-scaffold	na	na	MU070509.1	<>	na	Primary Assembly	72349	na
DUNSAscaffold_1075	unplaced-scaffold	na	na	MU070510.1	<>	na	Primary Assembly	72280	na
DUNSAscaffold_1076	unplaced-scaffold	na	na	MU070511.1	<>	na	Primary Assembly	72170	na
DUNSAscaffold_1077	unplaced-scaffold	na	na	MU070512.1	<>	na	Primary Assembly	71966	na
DUNSAscaffold_1078	unplaced-scaffold	na	na	MU070513.1	<>	na	Primary Assembly	71643	na
DUNSAscaffold_1079	unplaced-scaffold	na	na	MU070514.1	<>	na	Primary Assembly	71579	na
DUNSAscaffold_1080	unplaced-scaffold	na	na	MU070515.1	<>	na	Primary Assembly	71571	na
DUNSAscaffold_1081	unplaced-scaffold	na	na	MU070516.1	<>	na	Primary Assembly	71344	na
DUNSAscaffold_1082	unplaced-scaffold	na	na	MU070517.1	<>	na	Primary Assembly	71267	na
DUNSAscaffold_1083	unplaced-scaffold	na	na	MU070518.1	<>	na	Primary Assembly	122410	na
DUNSAscaffold_1084	unplaced-scaffold	na	na	MU070519.1	<>	na	Primary Assembly	71044	na
DUNSAscaffold_1085	unplaced-scaffold	na	na	MU070520.1	<>	na	Primary Assembly	71035	na
DUNSAscaffold_1086	unplaced-scaffold	na	na	MU070521.1	<>	na	Primary Assembly	70866	na
DUNSAscaffold_1087	unplaced-scaffold	na	na	MU070522.1	<>	na	Primary Assembly	70860	na
DUNSAscaffold_1088	unplaced-scaffold	na	na	MU070523.1	<>	na	Primary Assembly	70841	na
DUNSAscaffold_1089	unplaced-scaffold	na	na	MU070524.1	<>	na	Primary Assembly	70525	na
DUNSAscaffold_1090	unplaced-scaffold	na	na	MU070525.1	<>	na	Primary Assembly	70432	na
DUNSAscaffold_1091	unplaced-scaffold	na	na	MU070526.1	<>	na	Primary Assembly	70404	na
DUNSAscaffold_1092	unplaced-scaffold	na	na	MU070527.1	<>	na	Primary Assembly	70261	na
DUNSAscaffold_1093	unplaced-scaffold	na	na	MU070528.1	<>	na	Primary Assembly	70182	na
DUNSAscaffold_1094	unplaced-scaffold	na	na	MU070529.1	<>	na	Primary Assembly	69513	na
DUNSAscaffold_1095	unplaced-scaffold	na	na	MU070530.1	<>	na	Primary Assembly	69502	na
DUNSAscaffold_1096	unplaced-scaffold	na	na	MU070531.1	<>	na	Primary Assembly	69469	na
DUNSAscaffold_1097	unplaced-scaffold	na	na	MU070532.1	<>	na	Primary Assembly	69454	na
DUNSAscaffold_1098	unplaced-scaffold	na	na	MU070533.1	<>	na	Primary Assembly	69329	na
DUNSAscaffold_1099	unplaced-scaffold	na	na	MU070534.1	<>	na	Primary Assembly	69256	na
DUNSAscaffold_1100	unplaced-scaffold	na	na	MU070535.1	<>	na	Primary Assembly	69220	na
DUNSAscaffold_1101	unplaced-scaffold	na	na	MU070536.1	<>	na	Primary Assembly	68855	na
DUNSAscaffold_1102	unplaced-scaffold	na	na	MU070537.1	<>	na	Primary Assembly	68628	na
DUNSAscaffold_1103	unplaced-scaffold	na	na	MU070538.1	<>	na	Primary Assembly	68613	na
DUNSAscaffold_1104	unplaced-scaffold	na	na	MU070539.1	<>	na	Primary Assembly	68522	na
DUNSAscaffold_1105	unplaced-scaffold	na	na	MU070540.1	<>	na	Primary Assembly	68493	na
DUNSAscaffold_1106	unplaced-scaffold	na	na	MU070541.1	<>	na	Primary Assembly	68297	na
DUNSAscaffold_1107	unplaced-scaffold	na	na	MU070542.1	<>	na	Primary Assembly	68071	na
DUNSAscaffold_1108	unplaced-scaffold	na	na	MU070543.1	<>	na	Primary Assembly	67982	na
DUNSAscaffold_1109	unplaced-scaffold	na	na	MU070544.1	<>	na	Primary Assembly	67934	na
DUNSAscaffold_1110	unplaced-scaffold	na	na	MU070545.1	<>	na	Primary Assembly	67346	na
DUNSAscaffold_1111	unplaced-scaffold	na	na	MU070546.1	<>	na	Primary Assembly	67087	na
DUNSAscaffold_1112	unplaced-scaffold	na	na	MU070547.1	<>	na	Primary Assembly	66933	na
DUNSAscaffold_1113	unplaced-scaffold	na	na	MU070548.1	<>	na	Primary Assembly	66703	na
DUNSAscaffold_1114	unplaced-scaffold	na	na	MU070549.1	<>	na	Primary Assembly	66665	na
DUNSAscaffold_1115	unplaced-scaffold	na	na	MU070550.1	<>	na	Primary Assembly	66437	na
DUNSAscaffold_1116	unplaced-scaffold	na	na	MU070551.1	<>	na	Primary Assembly	66385	na
DUNSAscaffold_1117	unplaced-scaffold	na	na	MU070552.1	<>	na	Primary Assembly	66304	na
DUNSAscaffold_1118	unplaced-scaffold	na	na	MU070553.1	<>	na	Primary Assembly	66261	na
DUNSAscaffold_1119	unplaced-scaffold	na	na	MU070554.1	<>	na	Primary Assembly	66123	na
DUNSAscaffold_1120	unplaced-scaffold	na	na	MU070555.1	<>	na	Primary Assembly	66073	na
DUNSAscaffold_1121	unplaced-scaffold	na	na	MU070556.1	<>	na	Primary Assembly	65972	na
DUNSAscaffold_1122	unplaced-scaffold	na	na	MU070557.1	<>	na	Primary Assembly	65780	na
DUNSAscaffold_1123	unplaced-scaffold	na	na	MU070558.1	<>	na	Primary Assembly	65763	na
DUNSAscaffold_1124	unplaced-scaffold	na	na	MU070559.1	<>	na	Primary Assembly	65628	na
DUNSAscaffold_1125	unplaced-scaffold	na	na	MU070560.1	<>	na	Primary Assembly	65310	na
DUNSAscaffold_1126	unplaced-scaffold	na	na	MU070561.1	<>	na	Primary Assembly	65210	na
DUNSAscaffold_1127	unplaced-scaffold	na	na	MU070562.1	<>	na	Primary Assembly	65014	na
DUNSAscaffold_1128	unplaced-scaffold	na	na	MU070563.1	<>	na	Primary Assembly	64759	na
DUNSAscaffold_1129	unplaced-scaffold	na	na	MU070564.1	<>	na	Primary Assembly	64638	na
DUNSAscaffold_1130	unplaced-scaffold	na	na	MU070565.1	<>	na	Primary Assembly	64111	na
DUNSAscaffold_1131	unplaced-scaffold	na	na	MU070566.1	<>	na	Primary Assembly	64054	na
DUNSAscaffold_1132	unplaced-scaffold	na	na	MU070567.1	<>	na	Primary Assembly	84010	na
DUNSAscaffold_1133	unplaced-scaffold	na	na	MU070568.1	<>	na	Primary Assembly	63335	na
DUNSAscaffold_1134	unplaced-scaffold	na	na	MU070569.1	<>	na	Primary Assembly	63329	na
DUNSAscaffold_1135	unplaced-scaffold	na	na	MU070570.1	<>	na	Primary Assembly	63206	na
DUNSAscaffold_1136	unplaced-scaffold	na	na	MU070571.1	<>	na	Primary Assembly	63123	na
DUNSAscaffold_1137	unplaced-scaffold	na	na	MU070572.1	<>	na	Primary Assembly	62992	na
DUNSAscaffold_1138	unplaced-scaffold	na	na	MU070573.1	<>	na	Primary Assembly	62771	na
DUNSAscaffold_1139	unplaced-scaffold	na	na	MU070574.1	<>	na	Primary Assembly	62666	na
DUNSAscaffold_1140	unplaced-scaffold	na	na	MU070575.1	<>	na	Primary Assembly	62504	na
DUNSAscaffold_1141	unplaced-scaffold	na	na	MU070576.1	<>	na	Primary Assembly	62434	na
DUNSAscaffold_1142	unplaced-scaffold	na	na	MU070577.1	<>	na	Primary Assembly	62367	na
DUNSAscaffold_1143	unplaced-scaffold	na	na	MU070578.1	<>	na	Primary Assembly	62216	na
DUNSAscaffold_1144	unplaced-scaffold	na	na	MU070579.1	<>	na	Primary Assembly	62211	na
DUNSAscaffold_1145	unplaced-scaffold	na	na	MU070580.1	<>	na	Primary Assembly	61882	na
